datetime,datetime_ns,symbol,timeframe,open,high,low,close,volume,open_oi,close_oi
2024-11-18 13:30:00,1731907800000000000,KQ.m@CZCE.CF,15m,13915.0,13920.0,13900.0,13900.0,8190.0,489003.0,488764.0
2024-11-18 13:45:00,1731908700000000000,KQ.m@CZCE.CF,15m,13900.0,13920.0,13900.0,13920.0,3570.0,488764.0,488369.0
2024-11-18 14:00:00,1731909600000000000,KQ.m@CZCE.CF,15m,13920.0,13935.0,13910.0,13935.0,6769.0,488369.0,488650.0
2024-11-18 14:15:00,1731910500000000000,KQ.m@CZCE.CF,15m,13935.0,13960.0,13920.0,13960.0,14000.0,488650.0,486295.0
2024-11-18 14:30:00,1731911400000000000,KQ.m@CZCE.CF,15m,13960.0,13965.0,13950.0,13960.0,11419.0,486295.0,483503.0
2024-11-18 14:45:00,1731912300000000000,KQ.m@CZCE.CF,15m,13960.0,13965.0,13945.0,13955.0,12118.0,483503.0,480718.0
2024-11-18 21:00:00,1731934800000000000,KQ.m@CZCE.CF,15m,13950.0,13955.0,13915.0,13925.0,21993.0,480718.0,482909.0
2024-11-18 21:15:00,1731935700000000000,KQ.m@CZCE.CF,15m,13925.0,13925.0,13905.0,13905.0,6897.0,482909.0,483484.0
2024-11-18 21:30:00,1731936600000000000,KQ.m@CZCE.CF,15m,13905.0,13925.0,13905.0,13920.0,6431.0,483484.0,484223.0
2024-11-18 21:45:00,1731937500000000000,KQ.m@CZCE.CF,15m,13920.0,13925.0,13910.0,13920.0,3250.0,484223.0,484552.0
2024-11-18 22:00:00,1731938400000000000,KQ.m@CZCE.CF,15m,13920.0,13925.0,13910.0,13915.0,2559.0,484552.0,484960.0
2024-11-18 22:15:00,1731939300000000000,KQ.m@CZCE.CF,15m,13915.0,13925.0,13885.0,13890.0,7487.0,484960.0,484609.0
2024-11-18 22:30:00,1731940200000000000,KQ.m@CZCE.CF,15m,13890.0,13915.0,13890.0,13900.0,6703.0,484609.0,485157.0
2024-11-18 22:45:00,1731941100000000000,KQ.m@CZCE.CF,15m,13900.0,13905.0,13890.0,13900.0,5636.0,485157.0,484863.0
2024-11-19 09:00:00,1731978000000000000,KQ.m@CZCE.CF,15m,13900.0,13915.0,13885.0,13895.0,10118.0,484863.0,485759.0
2024-11-19 09:15:00,1731978900000000000,KQ.m@CZCE.CF,15m,13895.0,13920.0,13890.0,13900.0,15972.0,485759.0,484538.0
2024-11-19 09:30:00,1731979800000000000,KQ.m@CZCE.CF,15m,13900.0,13930.0,13895.0,13915.0,8174.0,484538.0,484001.0
2024-11-19 09:45:00,1731980700000000000,KQ.m@CZCE.CF,15m,13915.0,13925.0,13905.0,13920.0,5300.0,484001.0,483015.0
2024-11-19 10:00:00,1731981600000000000,KQ.m@CZCE.CF,15m,13920.0,13925.0,13900.0,13905.0,5517.0,483015.0,483194.0
2024-11-19 10:30:00,1731983400000000000,KQ.m@CZCE.CF,15m,13905.0,13905.0,13890.0,13890.0,8116.0,483194.0,483874.0
2024-11-19 10:45:00,1731984300000000000,KQ.m@CZCE.CF,15m,13890.0,13905.0,13890.0,13890.0,5174.0,483874.0,483552.0
2024-11-19 11:00:00,1731985200000000000,KQ.m@CZCE.CF,15m,13890.0,13910.0,13885.0,13905.0,6482.0,483552.0,483544.0
2024-11-19 11:15:00,1731986100000000000,KQ.m@CZCE.CF,15m,13905.0,13910.0,13900.0,13900.0,2298.0,483544.0,483513.0
2024-11-19 13:30:00,1731994200000000000,KQ.m@CZCE.CF,15m,13900.0,13900.0,13875.0,13880.0,8520.0,483513.0,484960.0
2024-11-19 13:45:00,1731995100000000000,KQ.m@CZCE.CF,15m,13880.0,13895.0,13880.0,13890.0,3113.0,484960.0,484876.0
2024-11-19 14:00:00,1731996000000000000,KQ.m@CZCE.CF,15m,13890.0,13920.0,13885.0,13910.0,9165.0,484876.0,485363.0
2024-11-19 14:15:00,1731996900000000000,KQ.m@CZCE.CF,15m,13910.0,13925.0,13905.0,13905.0,6676.0,485363.0,484627.0
2024-11-19 14:30:00,1731997800000000000,KQ.m@CZCE.CF,15m,13905.0,13910.0,13885.0,13890.0,11368.0,484627.0,484584.0
2024-11-19 14:45:00,1731998700000000000,KQ.m@CZCE.CF,15m,13890.0,13905.0,13880.0,13900.0,12413.0,484584.0,481892.0
2024-11-19 21:00:00,1732021200000000000,KQ.m@CZCE.CF,15m,13875.0,13895.0,13855.0,13895.0,22572.0,481892.0,485991.0
2024-11-19 21:15:00,1732022100000000000,KQ.m@CZCE.CF,15m,13895.0,13895.0,13875.0,13895.0,7803.0,485991.0,487958.0
2024-11-19 21:30:00,1732023000000000000,KQ.m@CZCE.CF,15m,13895.0,13895.0,13880.0,13880.0,4149.0,487958.0,488253.0
2024-11-19 21:45:00,1732023900000000000,KQ.m@CZCE.CF,15m,13880.0,13895.0,13870.0,13885.0,7589.0,488253.0,488068.0
2024-11-19 22:00:00,1732024800000000000,KQ.m@CZCE.CF,15m,13885.0,13895.0,13880.0,13890.0,3747.0,488068.0,487631.0
2024-11-19 22:15:00,1732025700000000000,KQ.m@CZCE.CF,15m,13890.0,13895.0,13875.0,13880.0,4135.0,487631.0,486807.0
2024-11-19 22:30:00,1732026600000000000,KQ.m@CZCE.CF,15m,13880.0,13900.0,13875.0,13890.0,6786.0,486807.0,486542.0
2024-11-19 22:45:00,1732027500000000000,KQ.m@CZCE.CF,15m,13890.0,13895.0,13880.0,13885.0,4613.0,486542.0,485925.0
2024-11-20 09:00:00,1732064400000000000,KQ.m@CZCE.CF,15m,13910.0,13930.0,13900.0,13910.0,15365.0,485925.0,486296.0
2024-11-20 09:15:00,1732065300000000000,KQ.m@CZCE.CF,15m,13910.0,13910.0,13890.0,13895.0,5726.0,486296.0,486514.0
2024-11-20 09:30:00,1732066200000000000,KQ.m@CZCE.CF,15m,13895.0,13920.0,13890.0,13920.0,5232.0,486514.0,486432.0
2024-11-20 09:45:00,1732067100000000000,KQ.m@CZCE.CF,15m,13920.0,13920.0,13900.0,13915.0,4903.0,486432.0,485831.0
2024-11-20 10:00:00,1732068000000000000,KQ.m@CZCE.CF,15m,13915.0,13925.0,13900.0,13925.0,6169.0,485831.0,485255.0
2024-11-20 10:30:00,1732069800000000000,KQ.m@CZCE.CF,15m,13920.0,13925.0,13915.0,13920.0,4878.0,485255.0,484958.0
2024-11-20 10:45:00,1732070700000000000,KQ.m@CZCE.CF,15m,13920.0,13935.0,13910.0,13935.0,3758.0,484958.0,485261.0
2024-11-20 11:00:00,1732071600000000000,KQ.m@CZCE.CF,15m,13935.0,13935.0,13920.0,13930.0,4750.0,485261.0,484929.0
2024-11-20 11:15:00,1732072500000000000,KQ.m@CZCE.CF,15m,13930.0,13935.0,13915.0,13920.0,6039.0,484929.0,485353.0
2024-11-20 13:30:00,1732080600000000000,KQ.m@CZCE.CF,15m,13920.0,13920.0,13905.0,13910.0,5624.0,485353.0,484203.0
2024-11-20 13:45:00,1732081500000000000,KQ.m@CZCE.CF,15m,13910.0,13920.0,13910.0,13920.0,6557.0,484203.0,482712.0
2024-11-20 14:00:00,1732082400000000000,KQ.m@CZCE.CF,15m,13920.0,13935.0,13915.0,13930.0,6394.0,482712.0,482575.0
2024-11-20 14:15:00,1732083300000000000,KQ.m@CZCE.CF,15m,13930.0,13960.0,13925.0,13940.0,13495.0,482575.0,480426.0
2024-11-20 14:30:00,1732084200000000000,KQ.m@CZCE.CF,15m,13940.0,13950.0,13940.0,13945.0,4863.0,480426.0,479107.0
2024-11-20 14:45:00,1732085100000000000,KQ.m@CZCE.CF,15m,13945.0,13945.0,13930.0,13930.0,9576.0,479107.0,476982.0
2024-11-20 21:00:00,1732107600000000000,KQ.m@CZCE.CF,15m,13940.0,13945.0,13920.0,13935.0,15456.0,476982.0,479498.0
2024-11-20 21:15:00,1732108500000000000,KQ.m@CZCE.CF,15m,13935.0,13955.0,13930.0,13945.0,10797.0,479498.0,479641.0
2024-11-20 21:30:00,1732109400000000000,KQ.m@CZCE.CF,15m,13945.0,13955.0,13930.0,13940.0,5359.0,479641.0,480325.0
2024-11-20 21:45:00,1732110300000000000,KQ.m@CZCE.CF,15m,13940.0,13945.0,13925.0,13935.0,5351.0,480325.0,480935.0
2024-11-20 22:00:00,1732111200000000000,KQ.m@CZCE.CF,15m,13935.0,13940.0,13925.0,13930.0,3126.0,480935.0,480955.0
2024-11-20 22:15:00,1732112100000000000,KQ.m@CZCE.CF,15m,13930.0,13930.0,13920.0,13925.0,3390.0,480955.0,480721.0
2024-11-20 22:30:00,1732113000000000000,KQ.m@CZCE.CF,15m,13925.0,13940.0,13925.0,13940.0,2525.0,480721.0,480330.0
2024-11-20 22:45:00,1732113900000000000,KQ.m@CZCE.CF,15m,13940.0,13945.0,13935.0,13940.0,5776.0,480330.0,479836.0
