execution,scope,wf,n_signals,n_trades,nonentry_n,resolved_n,censored_n,E_R_lower,E_R_upper,EV_R_lower_per_signal,EV_R_lower_censor_worst_per_signal,win_rate,profit_factor,total_R,max_drawdown_R,ambiguous_rate
E1_LAG1_MARKET,WHOLE_POLICY,WF1,3160,2406,754,2306,100,0.05758399899046052,0.06564991399479679,0.042021741035443656,0.010376171415190495,0.5407632263660017,1.1253906531369235,132.78870167200196,-83.51937926761946,0.002531645569620253
E1_LAG1_MARKET,WHOLE_POLICY,WF2,2847,2245,602,2204,41,0.06138218406024393,0.06518268641672786,0.04751890891070517,0.033117784920540086,0.5344827586206896,1.1318580250183017,135.28633366877762,-85.28891672842771,0.002107481559536354
E1_LAG1_MARKET,WHOLE_POLICY,WF3,3008,2446,562,2348,98,0.09784301633877746,0.10800769549834593,0.07637480131763613,0.04379501408359358,0.555366269165247,1.22005306739794,229.73540236344948,-62.558225677637495,0.003989361702127659
E1_LAG1_MARKET,R1,WF1,465,429,36,365,64,0.012946239094779363,0.012946239094779363,0.010162101655041866,-0.12747230694710868,0.3232876712328767,1.0191310820631356,4.725377269594468,-51.80822758320854,0.0
E1_LAG1_MARKET,R1,WF2,380,351,29,324,27,0.18036830239845056,0.18036830239845056,0.1537877104660473,0.08273507888709994,0.33024691358024694,1.2693056680972261,58.43932997709798,-31.028788445586386,0.0
E1_LAG1_MARKET,R1,WF3,413,383,30,356,27,0.07788854835759511,0.07788854835759511,0.06713879713148634,0.0017634944680480777,0.2893258426966292,1.1095981154755097,27.728323215303856,-80.94217233540876,0.0
E1_LAG1_MARKET,R2,WF1,1044,726,318,704,22,-0.05168530332805213,-0.04515121241896121,-0.03485292484956772,-0.05592572178443362,0.5440340909090909,0.8866465621714993,-36.3864535429487,-79.88076652177546,0.0009578544061302681
E1_LAG1_MARKET,R2,WF2,952,698,254,697,1,0.06422202194639942,0.06666104633664333,0.04701969463932815,0.04596927447126092,0.5753228120516499,1.151225504380542,44.76274929664039,-60.67424118601437,0.0010504201680672268
E1_LAG1_MARKET,R2,WF3,923,687,236,681,6,0.049110672755139854,0.05351595909875227,0.03623441835996776,0.02973387664815844,0.604992657856094,1.1243285061198895,33.44436814625024,-57.88550766978487,0.0021668472372697724
E1_LAG1_MARKET,R3,WF1,720,548,172,540,8,0.21891732855195542,0.22632473595936178,0.16418799641396656,0.15307688530285546,0.6018518518518519,1.5498388717118878,118.21535741805593,-39.42857142857133,0.002777777777777778
E1_LAG1_MARKET,R3,WF2,759,604,155,604,0,0.11550005761892669,0.11756959404276775,0.09191308933047657,0.09191308933047657,0.6175496688741722,1.30200015065728,69.76203480183172,-43.50541696546179,0.0013175230566534915
E1_LAG1_MARKET,R3,WF3,685,539,146,532,7,-0.034058620520725516,-0.03123907164854496,-0.026451366594198503,-0.03667034469638829,0.5620300751879699,0.9222352527166268,-18.119186117025976,-38.65959753935624,0.00145985401459854
E1_LAG1_MARKET,R4,WF1,931,703,228,697,6,0.06633345843228161,0.08068066072783397,0.04966103171568237,0.04321634857926991,0.6040172166427547,1.1675160164032619,46.23442052730029,-39.27455281453599,0.0053705692803437165
E1_LAG1_MARKET,R4,WF2,756,592,164,579,13,-0.06507388671294038,-0.05570202627478735,-0.04983833387141863,-0.06703410106718583,0.5129533678756477,0.8663908496213032,-37.677780406792486,-71.96955446871908,0.005291005291005291
E1_LAG1_MARKET,R4,WF3,987,837,150,779,58,0.23964300015265896,0.26450393297251346,0.18914072656425668,0.13037679545990005,0.6290115532734275,1.645958121518759,186.68189711892134,-47.880751728189665,0.00911854103343465
