meta_base_bar_index,meta_base_bar_time,meta_decision_time,meta_entry_bar_index,feat_15m_ret_1,feat_15m_ret_2,feat_15m_ret_4,feat_15m_ret_8,feat_15m_ret_16,feat_15m_ret_32,feat_15m_range_pct,feat_15m_body_pct,feat_15m_bar_close_location,feat_15m_location_16,feat_15m_vs_mean_16,feat_15m_location_32,feat_15m_vs_mean_32,feat_15m_location_64,feat_15m_vs_mean_64,feat_15m_volume_ratio_32,feat_15m_oi_log_change_1,feat_15m_oi_log_change_4,feat_15m_oi_log_change_16,feat_time_tod_sin,feat_time_tod_cos,feat_time_dow_sin,feat_time_dow_cos,feat_time_decision_gap_minutes,feat_time_after_long_gap,feat_time_bars_since_segment_start,meta_feature_last_5m_time,feat_5m_1h_bpv_continuous,feat_5m_1h_gap_sq,feat_5m_1h_jump_share,feat_5m_1h_jump_var,feat_5m_1h_log_volume_mean,feat_5m_1h_max_abs_return,feat_5m_1h_neg_semivar_share,feat_5m_1h_oi_log_change,feat_5m_1h_positive_return_share,feat_5m_1h_realized_vol,feat_5m_1h_ret_sum,feat_5m_1h_rsv_neg,feat_5m_1h_rsv_pos,feat_5m_1h_rv,feat_5m_1h_rv_continuous,feat_5m_1h_signed_semivariance,feat_5m_1h_volume_cv,feat_5m_2h_bpv_continuous,feat_5m_2h_gap_sq,feat_5m_2h_jump_share,feat_5m_2h_jump_var,feat_5m_2h_log_volume_mean,feat_5m_2h_max_abs_return,feat_5m_2h_neg_semivar_share,feat_5m_2h_oi_log_change,feat_5m_2h_positive_return_share,feat_5m_2h_realized_vol,feat_5m_2h_ret_sum,feat_5m_2h_rsv_neg,feat_5m_2h_rsv_pos,feat_5m_2h_rv,feat_5m_2h_rv_continuous,feat_5m_2h_signed_semivariance,feat_5m_2h_volume_cv,feat_5m_4h_bpv_continuous,feat_5m_4h_gap_sq,feat_5m_4h_jump_share,feat_5m_4h_jump_var,feat_5m_4h_log_volume_mean,feat_5m_4h_max_abs_return,feat_5m_4h_neg_semivar_share,feat_5m_4h_oi_log_change,feat_5m_4h_positive_return_share,feat_5m_4h_realized_vol,feat_5m_4h_ret_sum,feat_5m_4h_rsv_neg,feat_5m_4h_rsv_pos,feat_5m_4h_rv,feat_5m_4h_rv_continuous,feat_5m_4h_signed_semivariance,feat_5m_4h_volume_cv,feat_5m_8h_bpv_continuous,feat_5m_8h_gap_sq,feat_5m_8h_jump_share,feat_5m_8h_jump_var,feat_5m_8h_log_volume_mean,feat_5m_8h_max_abs_return,feat_5m_8h_neg_semivar_share,feat_5m_8h_oi_log_change,feat_5m_8h_positive_return_share,feat_5m_8h_realized_vol,feat_5m_8h_ret_sum,feat_5m_8h_rsv_neg,feat_5m_8h_rsv_pos,feat_5m_8h_rv,feat_5m_8h_rv_continuous,feat_5m_8h_signed_semivariance,feat_5m_8h_volume_cv,feat_5m_rv_rate_ratio_1h_4h,feat_5m_rv_rate_ratio_2h_4h,feat_5m_rv_rate_ratio_4h_8h,target_raw_return_h4,target_norm_return_h4,target_long_mfe_h4,target_long_mae_h4,target_short_mfe_h4,target_short_mae_h4,target_raw_return_h8,target_norm_return_h8,target_long_mfe_h8,target_long_mae_h8,target_short_mfe_h8,target_short_mae_h8,target_raw_return_h16,target_norm_return_h16,target_long_mfe_h16,target_long_mae_h16,target_short_mfe_h16,target_short_mae_h16,reference_dp_oracle_consensus,reference_dp_oracle_unanimous
6699,2026-04-27 22:45:00,2026-04-27 23:00:00,6700,-0.002685718969464901,-0.0018807603813648655,-0.00498968226794716,-0.012188753487734516,-0.012666853844791603,-0.01494796143587429,0.005486230636833046,-0.0026821156528269497,0.4117647058823529,0.12727272727272726,-0.007258540883105735,0.0995260663507109,-0.010041948221152452,0.3924242424242424,-0.009438690138242056,1.2803446886894498,0.006505861458981244,0.007413343929783878,-0.019356280814212923,-0.2588190451025207,0.9659258262890683,0.0,1.0,15.0,0,7,2026-04-27 22:55:00,1.7894785704357677e-05,0.0,0.20332481461850146,4.567048218320008e-06,8.608540985875512,0.0027361266030283705,0.6456581028507302,0.007413343929784282,0.3333333333333333,0.004739391724966157,-0.004989682267946517,1.450266507706425e-05,7.959168845613434e-06,2.2461833922677685e-05,2.2461833922677685e-05,-6.543496231450816e-06,0.406228282863913,3.848744372076722e-05,7.473819695902709e-05,0.1089192194037812,4.704424579899546e-06,8.795708376043201,0.008645125618464262,0.8337251664576959,0.005201298662151965,0.4166666666666667,0.01085956100676698,-0.012188753487732728,9.832126328900519e-05,1.960880197068865e-05,0.00011793006525969385,4.319186830066677e-05,-7.871246131831654e-05,0.5677259192753604,6.733165888213656e-05,8.597561599475102e-05,0.09461224452649976,7.036100649715523e-06,8.518908386294822,0.008645125618464262,0.7497029844825943,-0.01935628081421226,0.4583333333333333,0.012662676475635121,-0.012666853844790599,0.00012020990717430772,4.01334683522954e-05,0.0001603433755266031,7.436775953185209e-05,-8.007643882201232e-05,0.6390485324395592,0.00013577736652847317,0.00011258793920453944,0.09679460832609739,1.4550972717640242e-05,8.43472149446864,0.008645125618464262,0.6766457623089118,-0.054675608324551775,0.4583333333333333,0.01621469328882458,-0.014947961435872976,0.00017790118565566413,8.501509279498872e-05,0.00026291627845065286,0.0001503283392461134,-9.288609286067541e-05,0.6875435603185687,0.5603432969752085,1.4709689735841651,1.2197295387831848,-0.0010224674642959882,-0.16149310396792782,0.001719690879526679,-0.004366230691952606,0.004366230691952577,-0.0017196908795265881,0.0006452306923498335,0.072061700205031,0.0022028215757748503,-0.004366230691952606,0.004366230691952577,-0.002202821575774901,0.003114765420323784,0.2459800205996779,0.008462371746919157,-0.004366230691952606,0.004366230691952577,-0.008462371746919125,-1.0,-1
6700,2026-04-27 23:00:00,2026-04-27 23:15:00,6701,-0.0017226533114449438,-0.004408372280909845,-0.004837418731769461,-0.0035497267414115186,-0.014336396180841149,-0.01772982467581663,0.004795258620689655,-0.0017211703958691911,0.550561797752809,0.13279132791327913,-0.008080059055578404,0.10629067245119306,-0.01119958977569191,0.34393939393939393,-0.010999532909093834,1.5310301477165582,0.005833526180992976,0.013804251585545657,-0.01090969629131422,-0.19509032201612872,0.9807852804032303,0.0,1.0,15.0,0,8,2026-04-27 23:10:00,2.8706291809665705e-05,0.0,0.2593770385243777,1.00533649966411e-05,8.736984463449026,0.00415016630392471,0.7230411177653174,0.013804251585546504,0.4166666666666667,0.006225725404023759,-0.0048374187317700495,2.8024825581432165e-05,1.073483122487464e-05,3.8759656806306804e-05,3.8759656806306804e-05,-1.7289994356557525e-05,0.4079332364540322,4.806337865639171e-05,0.0,0.22355959392851785,1.3838833387898532e-05,8.657295655517437,0.00415016630392471,0.6354161755835597,0.01740588102532665,0.5,0.00786779588222078,-0.0035497267414114873,3.933366683734547e-05,2.256854520694477e-05,6.190221204429024e-05,6.190221204429024e-05,-1.67651216304007e-05,0.3676294990149365,8.006173341679127e-05,8.597561599475102e-05,0.15033256511022414,1.4165407849576524e-05,8.565030520830398,0.008645125618464262,0.7613945747426945,-0.010909696291314708,0.4583333333333333,0.01342396205526218,-0.014336396180841374,0.00013720540173229055,4.2997355528828276e-05,0.0001802027572611188,9.422714126636779e-05,-9.420804620346228e-05,0.6258394419580976,0.00014651953754364112,0.00011258793920453944,0.12783760870014854,2.147616945453803e-05,8.46390009173281,0.008645125618464262,0.6939886164806252,-0.047527502089002166,0.4583333333333333,0.01675063121803828,-0.017729824675815888,0.0001947218564353139,8.58617897674047e-05,0.0002805836462027186,0.00016799570699817915,-0.00010886006666790921,0.6782972283708467,0.8603565760127185,0.6870284671015573,1.2844851059560634,0.00010775281514657434,0.016053802104474116,0.0034423441909726986,-0.0008085164165003517,0.0008085164165005007,-0.00344234419097279,0.0013460763911610294,0.1418090635636097,0.003925474887221108,-0.0008085164165003517,0.0008085164165005007,-0.003925474887221085,0.003334950108283627,0.2484326232862324,0.010185025058365412,-0.0008085164165003517,0.0008085164165005007,-0.0101850250583653,-0.2,0
6701,2026-04-27 23:15:00,2026-04-27 23:30:00,6702,0.0030126986419354296,0.0012900453304904858,-0.0005907150508743797,-0.004127696230204592,-0.011164347685966192,-0.014240620399450066,0.0035453373442200257,0.003017241379310345,1.0,0.2845528455284553,-0.004392151619480589,0.227765726681128,-0.007775075785335983,0.4287878787878788,-0.007813085544209453,0.961315410946235,-0.0010624271766470628,0.01217003201641731,-0.006329404512115389,-0.13052619222005168,0.9914448613738104,0.0,1.0,15.0,0,9,2026-04-27 23:25:00,3.511648298560503e-05,0.0,0.2463293326194595,1.1477453206254418e-05,8.752014952877328,0.00415016630392471,0.5867165695755878,0.012170032016417705,0.5,0.006825975109232339,-0.0005907150508748815,2.7337434405511602e-05,1.9256501786347848e-05,4.659393619185945e-05,4.659393619185945e-05,-8.080932619163754e-06,0.3835215919604945,5.0702364621707546e-05,0.0,0.22711115203038135,1.48987431635876e-05,8.647936325458113,0.00415016630392471,0.6138998751156738,0.014256972569973367,0.4583333333333333,0.008099451079258097,-0.004127696230203943,4.027251187684254e-05,2.5328595908452597e-05,6.560110778529515e-05,6.560110778529515e-05,-1.4943915968389941e-05,0.37199395497539095,8.840718985805424e-05,8.597561599475102e-05,0.14165973002417503,1.4590645558131251e-05,8.59276824164636,0.008645125618464262,0.7280966344116154,-0.006329404512116293,0.4583333333333333,0.013746761488108264,-0.011164347685966518,0.00013759093396544983,5.13825174454867e-05,0.0001889734514109365,0.00010299783541618549,-8.620841651996313e-05,0.5925639594722404,0.0001536693124780768,0.00011258793920453944,0.12523463092533174,2.199986455007769e-05,8.473835432477872,0.008645125618464262,0.6743982790157091,-0.048748131724445955,0.46875,0.01697813641813182,-0.01424062039944996,0.00019440010310135998,9.38570131313339e-05,0.0002882571162326939,0.0001756691770281545,-0.00010054308997002607,0.6684757686386681,0.9862535894640045,0.6942891426864058,1.3111450907486966,-0.0015590143737747443,-0.22681914938633088,0.00042964554903666215,-0.003821215058436534,0.0038212150584364443,-0.000429645549036708,-0.0010749221716522957,-0.1105838284137868,0.0009127762452851027,-0.003821215058436534,0.0038212150584364443,-0.0009127762452850067,-0.00776535394779641,-0.5648860609470737,0.007172326416429141,-0.008523545156605637,0.008523545156605652,-0.007172326416429181,-0.6,0
6702,2026-04-27 23:30:00,2026-04-27 23:45:00,6703,-0.0008598452808339374,0.002152853361101492,-0.0022555189198083525,-0.0026845653706679684,-0.008352120508183347,-0.01658218262597977,0.001881720430107527,-0.0008594757198109154,0.3142857142857143,0.24119241192411925,-0.0047288755710435115,0.19305856832971802,-0.008114066882308535,0.40454545454545454,-0.008394989329250535,0.5685903870471523,-0.0008973017458515642,0.010379658717475593,-0.005744923884314801,-0.06540312923014367,0.9978589232386035,0.0,1.0,15.0,0,10,2026-04-27 23:40:00,3.08254796789093e-05,0.0,0.1974887891430569,7.585796402820477e-06,8.540991094930698,0.00415016630392471,0.6874828847191458,0.010379658717475404,0.5,0.006197683122081169,-0.0022555189198097863,2.6407094886411113e-05,1.2004181195318665e-05,3.841127608172978e-05,3.841127608172978e-05,-1.4402913691092448e-05,0.4837541711723246,5.4292140340804856e-05,0.0,0.1174428892577586,7.22471752592798e-06,8.578633167015926,0.00415016630392471,0.5852087598796489,0.010144519852496547,0.4583333333333333,0.007843268315360174,-0.00268456537066894,3.600020410388335e-05,2.5516653762849484e-05,6.151685786673284e-05,6.151685786673284e-05,-1.0483550341033868e-05,0.43214636270859436,9.049979294049194e-05,7.473819695902709e-05,0.1013049624271741,1.0201545285333386e-05,8.56108646472764,0.008645125618464262,0.7136384360443255,-0.005744923884314221,0.4583333333333333,0.013245359005510287,-0.008352120508184142,0.00012520039550966151,5.023913967519092e-05,0.00017543953518485243,0.00010070133822582533,-7.49612558344706e-05,0.6227264113070412,0.00015326785013481206,0.00011258793920453944,0.122564783299826,2.140926245159191e-05,8.475394157248155,0.008645125618464262,0.6795010507017396,-0.04875917716666773,0.4583333333333333,0.016948895297067106,-0.01658218262597992,0.00019519690452183565,9.206814726910774e-05,0.0002872650517909434,0.00017467711258640397,-0.00010312875725272791,0.6667205996172241,0.8757724087961728,0.7012884273993932,1.2214471206370638,0.0,0.0,0.0017726215261199957,-0.0029613697776014122,0.002961369777601473,-0.0017726215261200959,0.0011283953804698819,0.1204793354499323,0.0017726215261199957,-0.0029613697776014122,0.002961369777601473,-0.0017726215261200959,-0.00371657533728374,-0.28059453395997674,0.008032171697264253,-0.010104643834072492,0.010104643834072431,-0.008032171697264267,-0.6,0
6703,2026-04-27 23:45:00,2026-04-28 00:00:00,6704,-0.0014526675139521217,-0.002312512794786059,-0.0010224674642955733,-0.006012149732242733,-0.00943150445560903,-0.01956717455272816,0.0023151887148010553,-0.0014516129032258066,0.37209302325581395,0.16802168021680217,-0.00558831206205368,0.13449023861171366,-0.008947777396106749,0.36363636363636365,-0.009510159697021514,0.5401709700999295,-0.0007840174881117434,0.0030897797703826058,-0.005271953346777991,0.0,1.0,0.7818314824680298,0.6234898018587336,15.0,0,11,2026-04-27 23:55:00,2.5232837182768688e-05,0.0,0.2293117070415303,7.507814794578031e-06,8.36398373516573,0.00415016630392471,0.6390129988273154,0.0030897797703823195,0.4166666666666667,0.0057219447723083385,-0.0010224674642959524,2.09217022036058e-05,1.1818949773740916e-05,3.274065197734672e-05,3.274065197734672e-05,-9.102752429864885e-06,0.5487901287124105,4.5933332414313485e-05,0.0,0.16791188539041538,9.269153485710919e-06,8.493719835230594,0.00415016630392471,0.6417168847219323,0.010503123700166496,0.375,0.007429837541967146,-0.00601214973224247,3.5424367280670055e-05,1.9778118619354352e-05,5.5202485900024404e-05,5.5202485900024404e-05,-1.5646248661315702e-05,0.4845508560289812,9.018215567154019e-05,7.473819695902709e-05,0.11377938099145565,1.1578234165057275e-05,8.552845847901466,0.008645125618464262,0.7161456695656135,-0.005271953346777404,0.4375,0.013285277068831668,-0.009431504455608796,0.00012639869861813714,5.0099888177487445e-05,0.00017649858679562455,0.00010176038983659747,-7.62988104406497e-05,0.6336943821176837,0.00015289163413784794,0.00011258793920453944,0.11495500219329668,1.9858491015946745e-05,8.46812986494138,0.008645125618464262,0.6893581038048825,-0.05209583576399836,0.4375,0.016891952650843364,-0.01956717455272708,0.0001967001069894167,8.86379573689174e-05,0.0002853380643583341,0.0001727501251537947,-0.00010806214962049931,0.671506751814756,0.7420037196163741,0.6255289280468379,1.237119114777295,0.0016676981566458875,0.2510595974785414,0.003225289040070884,-0.0015087022636506569,0.0015087022636505719,-0.0032252890400708695,0.003761827308119664,0.40044533289633183,0.004673282213993094,-0.0015087022636506569,0.0015087022636505719,-0.00467328221399296,-0.007729141523472868,-0.5817824862385488,0.009484839211214985,-0.00865197632012177,0.008651976320121744,-0.009484839211215054,-0.6,0
6704,2026-04-28 00:00:00,2026-04-28 00:15:00,6705,-0.000592433032002404,-0.0020451005459545257,0.00010775281514696644,-0.004729665916622494,-0.014387967830302273,-0.0195786574508805,0.0019933196853787307,-0.0005922575782049211,0.4594594594594595,0.13821138211382114,-0.005281861144325051,0.11258278145695365,-0.008928228786905468,0.346969696969697,-0.009834409514514086,0.5909067871867363,-0.0022604579555363102,-0.005004204366146681,-0.0058429139398761265,0.06540312923014306,0.9978589232386035,0.7818314824680298,0.6234898018587336,15.0,0,12,2026-04-28 00:10:00,1.2414207710408523e-05,0.0,0.051895843748795585,6.795095025759578e-07,8.062747901086354,0.0025817570278546587,0.31785958631538785,-0.00500420436614713,0.3333333333333333,0.0036185241760950666,0.00010775281514639997,4.16196353664992e-06,8.93175367633456e-06,1.309371721298448e-05,1.309371721298448e-05,4.769790139684639e-06,0.33430603038300527,4.360992064482219e-05,0.0,0.1589762195879913,8.243453374469093e-06,8.455645748097655,0.00415016630392471,0.6207269965905683,0.00880004721939948,0.375,0.0072009286914460745,-0.00472966591662365,3.2186789118082076e-05,1.9666584901209197e-05,5.185337401929128e-05,5.185337401929128e-05,-1.252020421687288e-05,0.5264400042130454,8.172277729228165e-05,7.473819695902709e-05,0.12659150067088548,1.1844868723362605e-05,8.546557800046141,0.008645125618464262,0.7537637319014834,-0.00584291393987728,0.3958333333333333,0.01297327418097187,-0.014387967830303315,0.00012686284030141335,4.144300267325802e-05,0.00016830584297467134,9.356764601564425e-05,-8.541983762815533e-05,0.6423365648789423,0.00015252161546904465,0.00011258793920453944,0.11828440829024088,2.046116594382088e-05,8.461299418756902,0.008645125618464262,0.6894450588902579,-0.050626793149914445,0.4375,0.016898837848130416,-0.019578657450881186,0.00019688532229340016,8.868539832400482e-05,0.000285570720617405,0.00017298278141286553,-0.00010819992396939534,0.6789802661419605,0.31118865469109064,0.6161803191478598,1.1787331881279246,0.0012383235760144956,0.1909037855425528,0.003817722072074524,-0.0002155172422135078,0.00021551724221355954,-0.0038177220720745156,0.005372890638629139,0.5856975428332115,0.0061763401582689515,-0.0002155172422135078,0.00021551724221355954,-0.0061763401582689385,-0.00827680470877604,-0.6379888834012138,0.010077272243218678,-0.01061535098187066,0.010615350981870617,-0.010077272243218718,-0.2,0
6705,2026-04-28 00:15:00,2026-04-28 00:30:00,6706,0.0013459314530148703,0.0007534984210124662,-0.0015590143737735929,-0.0021497294246479726,-0.014050502267803466,-0.017651438164762112,0.0019368375746489483,0.0013468376252558992,0.8055555555555556,0.2235294117647059,-0.003063967871916762,0.16777041942604856,-0.007045028079946003,0.38484848484848483,-0.00833633441372228,0.3444729849031325,-0.0007625693235233655,-0.004704346513022983,-0.006477589973597375,0.13052619222005157,0.9914448613738104,0.7818314824680298,0.6234898018587336,15.0,0,13,2026-04-28 00:25:00,3.5145474547101765e-06,0.0,0.3228947312260244,1.6760006281217812e-06,7.794823152179389,0.0012911557636199273,0.634908895529462,-0.004704346513021933,0.3333333333333333,0.002278277437633959,-0.0015590143737748718,3.2955251504634037e-06,1.8950229323685534e-06,5.190548082831958e-06,5.190548082831958e-06,-1.4005022180948503e-06,0.33064796302007166,4.255414893879759e-05,0.0,0.17824519187893026,9.230335335893817e-06,8.383823690448459,0.00415016630392471,0.5915470625039367,0.0074656855033957146,0.4166666666666667,0.007196143708590831,-0.0021497294246497533,3.0632959555975e-05,2.1151524718716402e-05,5.1784484274691404e-05,5.1784484274691404e-05,-9.4814348372586e-06,0.6071695623337483,7.303953325070843e-05,7.473819695902709e-05,0.13938803112829376,1.1829764287026175e-05,8.517022343489229,0.008645125618464262,0.7819082724980103,-0.00647758997359675,0.4166666666666667,0.01263358597140027,-0.014050502267803895,0.00012479842029969866,3.480907419706308e-05,0.0001596074944967617,8.486929753773461e-05,-8.998934610263557e-05,0.6815092382252493,0.00015248112333793675,0.00011258793920453944,0.1179669421074164,2.0393489437071417e-05,8.454692592304232,0.008645125618464262,0.6847817490713413,-0.05045594328235408,0.4375,0.01689563706936047,-0.01765143816476259,0.00019547954563892332,8.998300634062436e-05,0.0002854625519795477,0.00017287461277500817,-0.00010549653929829895,0.6883593946494723,0.13008281595291302,0.6488979034219733,1.1182377050156616,0.0004840922021225196,0.07663575539334605,0.0024717906190596314,-0.0015614486952283016,0.0015614486952283087,-0.0024717906190597307,0.00413412309291296,0.4627769945724525,0.004991021174480758,-0.0015614486952283016,0.0015614486952283087,-0.004991021174480657,-0.0064229069814733955,-0.5083993567632721,0.008731340790204038,-0.011961282434885387,0.011961282434885371,-0.008731340790203932,-0.2,0
6706,2026-04-28 00:30:00,2026-04-28 00:45:00,6707,0.0006991690929396555,0.0020451005459545257,0.0,-0.0022555189198083525,-0.011917945622885284,-0.01774485055105579,0.0024731182795698927,0.0006994135686232313,0.2826086956521739,0.26253687315634217,-0.001620354062459084,0.20412844036697247,-0.00579784222051849,0.40454545454545454,-0.00753602309079493,0.5219835552161837,-0.0016558230764527337,-0.005462867843624153,-0.005648091287742574,0.19509032201612825,0.9807852804032304,0.7818314824680298,0.6234898018587336,15.0,0,14,2026-04-28 00:40:00,5.451558290783577e-06,0.0,0.3288450878798854,2.671094456497408e-06,7.766699344003739,0.0018812658401220629,0.3598007869351493,-0.005462867843624422,0.3333333333333333,0.002850026797642609,-3.2124910370745496e-16,2.9225368504726508e-06,5.200115896808334e-06,8.122652747280985e-06,8.122652747280985e-06,2.2775790463356834e-06,0.3721076229494255,3.7040173900200715e-05,0.0,0.20401791053781257,9.493754928810056e-06,8.226985710581166,0.00415016630392471,0.6302848797628006,0.004916790873850805,0.4166666666666667,0.006821578177299647,-0.002255518919810107,2.9329631736883762e-05,1.7204297092127e-05,4.653392882901077e-05,4.653392882901077e-05,-1.2125334644756763e-05,0.6188830044908162,7.399108615962385e-05,7.473819695902709e-05,0.13065475865427525,1.1120193733146362e-05,8.516722247206086,0.008645125618464262,0.7630823052172354,-0.00564809128774277,0.4166666666666667,0.012643159290770534,-0.011917945622885534,0.0001219783072838386,3.7871169567958704e-05,0.00015984947685179727,8.511127989277021e-05,-8.410713771587989e-05,0.6832296828319212,0.0001519440883130834,0.00011258793920453944,0.11954516721620938,2.0630452316868067e-05,8.456892345303793,0.008645125618464262,0.6847176950683499,-0.051336275459170834,0.4375,0.016886754567840768,-0.017744850551056495,0.00019525579591224746,8.99066839222435e-05,0.000285162479834491,0.00017257454062995147,-0.00010534911199000396,0.6859496056549881,0.20325753720950407,0.5822218470211723,1.1211115637974134,0.0011283953804698819,0.17849895813518807,0.0013968733803105724,-0.002260617788167942,0.002260617788167956,-0.0013968733803104564,0.0053084657756677115,0.5937838891916041,0.008032171697264253,-0.002260617788167942,0.002260617788167956,-0.008032171697264267,-0.006147891876569669,-0.4862623127004032,0.008032171697264253,-0.012660451527825101,0.012660451527825058,-0.008032171697264267,-0.2,0
6707,2026-04-28 00:45:00,2026-04-28 01:00:00,6708,0.00021503064269445815,0.0009141997356341136,0.0016676981566465798,0.0006452306923510065,-0.01154352279538351,-0.017107187961661552,0.0015050526768436896,0.00021505376344086021,0.6428571428571429,0.3549618320610687,-0.0006815122185405142,0.22037914691943128,-0.0050505556948274855,0.4106060606060606,-0.007132201309363095,0.29139190400539616,-6.208703170962337e-05,-0.004740937387222033,0.0035501410453111504,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,15.0,0,15,2026-04-28 00:55:00,5.6462711984341895e-06,0.0,0.188255482346658,1.3094532636870897e-06,7.630420807890945,0.0018812658401220629,0.1925444180913197,-0.004740937387222834,0.4166666666666667,0.0026373707479460068,0.001667698156645592,1.3392859189626993e-06,5.61643854315858e-06,6.955724462121279e-06,6.955724462121279e-06,4.27715262419588e-06,0.4607946565074437,3.0933767880713256e-05,0.0,0.22074076640513077,8.762608558754742e-06,8.063010416510643,0.00415016630392471,0.560781363924078,-0.001651157616840582,0.4166666666666667,0.006300506046300408,0.0006452306923496404,2.2260988122568496e-05,1.74353883168995e-05,3.9696376439468e-05,3.9696376439468e-05,-4.825599805668995e-06,0.6656143299354366,7.222692112866759e-05,7.473819695902709e-05,0.1286228661843642,1.0661323611467185e-05,8.495015746471534,0.008645125618464262,0.7649874609344486,0.003550141045311236,0.4166666666666667,0.012554936945248346,-0.011543522795383088,0.00012058225141157373,3.704419028758814e-05,0.00015762644169916185,8.288824474013477e-05,-8.353806112398559e-05,0.7145171098580712,0.00015105162720011932,0.00011258793920453944,0.12378521586240225,2.133946906378336e-05,8.45440424998223,0.008645125618464262,0.6838478305932261,-0.04817659163959617,0.4375,0.016881322088878055,-0.017107187961661843,0.0001948822951696442,9.009674029879796e-05,0.0002849790354684422,0.00017239109626390268,-0.00010478555487084623,0.6902049571637672,0.17651161536454998,0.5036766168360327,1.1062318422129473,0.0020941291514739316,0.3335945310767163,0.003005584057347094,-0.0024756484308630505,0.0024756484308630336,-0.003005584057347208,0.0024695347279738915,0.2781734006536618,0.007817141054569222,-0.0024756484308630505,0.0024756484308630336,-0.007817141054569295,-0.027685691988085993,-2.205163762177569,0.007817141054569222,-0.029123506757713465,0.02912350675771338,-0.007817141054569295,-0.4,0
6708,2026-04-28 01:00:00,2026-04-28 01:15:00,6709,-0.0010218076126360387,-0.0008067769699415805,0.0012383235760129452,0.0013460763911599116,-0.002203650350251607,-0.016436679341966354,0.0027979553403282217,-0.001021285745001075,0.4230769230769231,0.38341968911917096,-0.0015646719896852401,0.2005420054200542,-0.005554793810468195,0.38181818181818183,-0.007975793221534855,0.39705564071498217,-0.0007931427021432569,-0.0032736221338289795,0.009128054525350038,0.3214394653031616,0.9469301294951057,0.7818314824680298,0.6234898018587336,15.0,0,16,2026-04-28 01:10:00,6.0897693160281314e-06,0.0,0.24982211018748962,2.0279976812771723e-06,7.509335266016592,0.0018812658401220629,0.2995846704729234,-0.0032736221338285194,0.4166666666666667,0.002849169527652804,0.001238323576014219,2.4319585508636818e-06,5.685808446441621e-06,8.117766997305304e-06,8.117766997305304e-06,3.2538498955779394e-06,0.4112258141720733,1.890488895952664e-05,0.0,0.10874275594746932,2.3065952507631407e-06,7.823845990853625,0.0025817570278546587,0.31086566230546286,-0.008277826499975695,0.375,0.004605592709987475,0.00134607639116062,6.593922087513601e-06,1.461756212277618e-05,2.121148421028978e-05,2.121148421028978e-05,8.02364003526258e-06,0.4561430823509378,6.945768874066629e-05,0.0,0.16430514017912207,1.3656007513913746e-05,8.324998050823984,0.00415016630392471,0.5525874915270443,0.009128054525350966,0.4375,0.009116671336325557,-0.0022036503502508684,4.592758892485907e-05,3.718610732972095e-05,8.311369625458003e-05,8.311369625458003e-05,-8.741481595138121e-06,0.5700704089486832,0.000151447679824581,0.00011258793920453944,0.11945116477504578,2.054468875982646e-05,8.44881397089273,0.008645125618464262,0.6831519913890794,-0.03718517866662991,0.4375,0.016869508226055284,-0.016436679341965365,0.00019441160397613624,9.01687038128107e-05,0.0002845803077889469,0.00017199236858440745,-0.00010424290016332553,0.698089450547174,0.39068251626977635,0.51042090933649,0.5841141778244164,0.004134567062614681,0.9070343571870177,0.004938016582254418,-0.0014538408182278885,0.0014538408182278534,-0.0049380165822545345,0.0019888737171226975,0.30852183662638816,0.008838948667204452,-0.0014538408182278885,0.0014538408182278534,-0.008838948667204392,-0.023849545956328627,-2.616036607714445,0.008838948667204452,-0.02810169914507829,0.028101699145078297,-0.008838948667204392,-0.2,0
