datetime,datetime_ns,symbol,timeframe,open,high,low,close,volume,open_oi,close_oi
2025-07-23 10:45:00,1753238700000000000,KQ.m@INE.sc,15m,505.9,506.0,504.7,504.9,3006.0,37312.0,37155.0
2025-07-23 11:00:00,1753239600000000000,KQ.m@INE.sc,15m,504.9,505.1,504.4,504.4,2372.0,37155.0,36955.0
2025-07-23 11:15:00,1753240500000000000,KQ.m@INE.sc,15m,504.4,504.9,504.0,504.9,1789.0,36955.0,36883.0
2025-07-23 13:30:00,1753248600000000000,KQ.m@INE.sc,15m,505.4,506.0,505.0,505.9,2105.0,36883.0,36756.0
2025-07-23 13:45:00,1753249500000000000,KQ.m@INE.sc,15m,505.9,505.9,504.4,504.9,2023.0,36756.0,36893.0
2025-07-23 14:00:00,1753250400000000000,KQ.m@INE.sc,15m,504.9,504.9,502.8,503.0,3558.0,36893.0,36784.0
2025-07-23 14:15:00,1753251300000000000,KQ.m@INE.sc,15m,503.0,503.2,502.4,502.5,2483.0,36784.0,36936.0
2025-07-23 14:30:00,1753252200000000000,KQ.m@INE.sc,15m,502.5,502.9,502.4,502.8,1769.0,36936.0,36936.0
2025-07-23 14:45:00,1753253100000000000,KQ.m@INE.sc,15m,502.8,504.0,502.6,503.7,2927.0,36936.0,36294.0
2025-07-23 21:00:00,1753275600000000000,KQ.m@INE.sc,15m,501.8,502.5,500.0,501.5,9438.0,36294.0,37494.0
2025-07-23 21:15:00,1753276500000000000,KQ.m@INE.sc,15m,501.5,502.2,501.5,501.7,2414.0,37494.0,37730.0
2025-07-23 21:30:00,1753277400000000000,KQ.m@INE.sc,15m,501.7,503.2,501.1,502.6,4445.0,37730.0,37989.0
2025-07-23 21:45:00,1753278300000000000,KQ.m@INE.sc,15m,502.6,502.8,500.5,501.2,4455.0,37989.0,38319.0
2025-07-23 22:00:00,1753279200000000000,KQ.m@INE.sc,15m,501.2,501.9,501.0,501.6,2251.0,38319.0,38243.0
2025-07-23 22:15:00,1753280100000000000,KQ.m@INE.sc,15m,501.6,502.0,501.4,501.8,1712.0,38243.0,38158.0
2025-07-23 22:30:00,1753281000000000000,KQ.m@INE.sc,15m,501.8,503.3,501.2,501.7,6157.0,38158.0,38187.0
2025-07-23 22:45:00,1753281900000000000,KQ.m@INE.sc,15m,501.7,503.2,501.2,501.8,5358.0,38187.0,38210.0
2025-07-23 23:00:00,1753282800000000000,KQ.m@INE.sc,15m,501.8,502.4,501.4,501.6,3446.0,38210.0,38748.0
2025-07-23 23:15:00,1753283700000000000,KQ.m@INE.sc,15m,501.6,502.3,501.4,501.8,2277.0,38748.0,38785.0
2025-07-23 23:30:00,1753284600000000000,KQ.m@INE.sc,15m,501.8,503.1,500.5,501.3,6475.0,38785.0,39472.0
2025-07-23 23:45:00,1753285500000000000,KQ.m@INE.sc,15m,501.3,502.8,501.2,502.6,4298.0,39472.0,38778.0
2025-07-24 00:00:00,1753286400000000000,KQ.m@INE.sc,15m,502.6,504.7,502.5,504.1,6170.0,38778.0,38997.0
2025-07-24 00:15:00,1753287300000000000,KQ.m@INE.sc,15m,504.1,505.0,503.9,504.4,2729.0,38997.0,38994.0
2025-07-24 00:30:00,1753288200000000000,KQ.m@INE.sc,15m,504.4,504.8,503.8,504.0,2116.0,38994.0,39031.0
2025-07-24 00:45:00,1753289100000000000,KQ.m@INE.sc,15m,504.0,504.1,503.2,504.0,2307.0,39031.0,38866.0
2025-07-24 01:00:00,1753290000000000000,KQ.m@INE.sc,15m,504.0,504.5,503.5,504.5,1667.0,38866.0,38837.0
2025-07-24 01:15:00,1753290900000000000,KQ.m@INE.sc,15m,504.5,505.6,504.4,505.5,2448.0,38837.0,38872.0
2025-07-24 01:30:00,1753291800000000000,KQ.m@INE.sc,15m,505.5,506.3,505.3,506.0,1788.0,38872.0,38885.0
2025-07-24 01:45:00,1753292700000000000,KQ.m@INE.sc,15m,506.0,506.2,505.1,505.4,1674.0,38885.0,38775.0
2025-07-24 02:00:00,1753293600000000000,KQ.m@INE.sc,15m,505.4,505.9,505.3,505.5,880.0,38775.0,38729.0
2025-07-24 02:15:00,1753294500000000000,KQ.m@INE.sc,15m,505.5,506.4,505.4,506.0,1633.0,38729.0,38271.0
2025-07-24 09:00:00,1753318800000000000,KQ.m@INE.sc,15m,506.6,508.1,505.9,506.2,6955.0,38271.0,37997.0
2025-07-24 09:15:00,1753319700000000000,KQ.m@INE.sc,15m,506.2,506.3,505.0,505.2,2745.0,37997.0,37774.0
2025-07-24 09:30:00,1753320600000000000,KQ.m@INE.sc,15m,505.2,505.8,505.2,505.3,1391.0,37774.0,37775.0
2025-07-24 09:45:00,1753321500000000000,KQ.m@INE.sc,15m,505.3,506.1,505.2,505.6,1136.0,37775.0,37841.0
2025-07-24 10:00:00,1753322400000000000,KQ.m@INE.sc,15m,505.6,506.0,505.0,505.5,1292.0,37841.0,37618.0
2025-07-24 10:30:00,1753324200000000000,KQ.m@INE.sc,15m,505.4,505.7,504.4,504.7,2235.0,37618.0,37475.0
2025-07-24 10:45:00,1753325100000000000,KQ.m@INE.sc,15m,504.7,504.9,504.3,504.6,1517.0,37475.0,37494.0
2025-07-24 11:00:00,1753326000000000000,KQ.m@INE.sc,15m,504.6,505.6,504.6,505.5,1557.0,37494.0,37521.0
2025-07-24 11:15:00,1753326900000000000,KQ.m@INE.sc,15m,505.5,505.8,505.2,505.2,1211.0,37521.0,37487.0
2025-07-24 13:30:00,1753335000000000000,KQ.m@INE.sc,15m,505.5,506.0,504.7,504.8,2174.0,37487.0,37452.0
2025-07-24 13:45:00,1753335900000000000,KQ.m@INE.sc,15m,504.8,504.9,504.0,504.2,2368.0,37452.0,37580.0
2025-07-24 14:00:00,1753336800000000000,KQ.m@INE.sc,15m,504.2,507.6,504.1,507.5,5764.0,37580.0,37948.0
2025-07-24 14:15:00,1753337700000000000,KQ.m@INE.sc,15m,507.5,509.6,507.3,508.6,5746.0,37948.0,38377.0
2025-07-24 14:30:00,1753338600000000000,KQ.m@INE.sc,15m,508.6,511.0,508.4,510.7,5994.0,38377.0,39044.0
2025-07-24 14:45:00,1753339500000000000,KQ.m@INE.sc,15m,510.7,510.7,508.3,508.9,5441.0,39044.0,38720.0
2025-07-24 21:00:00,1753362000000000000,KQ.m@INE.sc,15m,509.6,509.9,507.3,507.7,7860.0,38720.0,38684.0
