bar_start_time,bar_end_time,availability_time,trading_day,tdx_datetime_raw,open,high,low,close,trade,position
2025-01-02 09:00:00,2025-01-02 09:05:00,2025-01-02 09:05:00,2025-01-02,2025-01-02 09:05:00,13485.0,13505.0009765625,13455.0009765625,13480.0009765625,15326,647339
2025-01-02 09:05:00,2025-01-02 09:10:00,2025-01-02 09:10:00,2025-01-02,2025-01-02 09:10:00,13480.0009765625,13495.0009765625,13475.0009765625,13495.0009765625,4488,648631
2025-01-02 09:10:00,2025-01-02 09:15:00,2025-01-02 09:15:00,2025-01-02,2025-01-02 09:15:00,13490.0009765625,13495.0009765625,13475.0009765625,13490.0009765625,2039,648896
2025-01-02 09:15:00,2025-01-02 09:20:00,2025-01-02 09:20:00,2025-01-02,2025-01-02 09:20:00,13490.0009765625,13525.0009765625,13490.0009765625,13520.0009765625,8561,650080
2025-01-02 09:20:00,2025-01-02 09:25:00,2025-01-02 09:25:00,2025-01-02,2025-01-02 09:25:00,13520.0009765625,13540.0009765625,13515.0009765625,13530.0009765625,5630,650910
2025-01-02 09:25:00,2025-01-02 09:30:00,2025-01-02 09:30:00,2025-01-02,2025-01-02 09:30:00,13530.0009765625,13535.0009765625,13520.0009765625,13525.0009765625,2614,651272
2025-01-02 09:30:00,2025-01-02 09:35:00,2025-01-02 09:35:00,2025-01-02,2025-01-02 09:35:00,13525.0009765625,13530.0009765625,13520.0009765625,13525.0009765625,2822,652256
2025-01-02 09:35:00,2025-01-02 09:40:00,2025-01-02 09:40:00,2025-01-02,2025-01-02 09:40:00,13525.0009765625,13525.0009765625,13515.0009765625,13525.0009765625,3085,652297
2025-01-02 09:40:00,2025-01-02 09:45:00,2025-01-02 09:45:00,2025-01-02,2025-01-02 09:45:00,13525.0009765625,13530.0009765625,13515.0009765625,13520.0009765625,2657,651812
2025-01-02 09:45:00,2025-01-02 09:50:00,2025-01-02 09:50:00,2025-01-02,2025-01-02 09:50:00,13520.0009765625,13530.0009765625,13515.0009765625,13525.0009765625,1783,651975
