wf,action,structure_scale,base_h,later_h,matched_n,median_delta_entry_atr,median_delta_target_distance_atr,median_delta_risk_distance_atr,median_delta_RR,target_first_base,target_first_later,delta_target_first,E_R_lower_base,E_R_lower_later,delta_E_R_lower,E_R_upper_base,E_R_upper_later,delta_E_R_upper
WF1,INWARD,1.2,2,3,7467,0.0,0.0,-0.12195121951219501,0.1964285714285714,0.30721842774876124,0.26945225659568767,-0.03776617115307352,-0.1040397904269061,-0.17871633386948246,-0.04772588970309925,-0.09814517352404789,-0.16981301542711663,-0.044501409987615495
WF2,INWARD,1.2,2,3,7294,0.0,0.0,-0.12955655530903598,0.22222222222222215,0.2932547299149986,0.2580202906498492,-0.035234439265149436,-0.11945649227913004,-0.180993619813263,-0.05314799271467154,-0.1137881750868018,-0.17360026960016292,-0.05128370019038555
WF3,INWARD,1.2,2,3,6568,0.0,0.0,-0.10752688172043023,0.14425179631365204,0.2927831912302071,0.26568209500609014,-0.02710109622411693,-0.1254990117110667,-0.14650162655705576,0.0037702857602320023,-0.11922615667560026,-0.13722971768013825,0.006990358041996561
WF1,OUTWARD,0.2,2,5,20101,0.0,0.2272727272727273,0.0,0.75,0.23287398636883738,0.19242823740112433,-0.04044574896771305,-0.3173433341805971,-0.3222062101900099,0.0035513700919499384,1.3028311724205814,1.8004554794650507,0.5238462973637319
WF2,OUTWARD,0.2,2,5,19594,0.0,0.21739130434782616,0.0,0.6607142857142856,0.23139736654077778,0.17974890272532407,-0.05164846381545371,-0.3076752425194607,-0.37685762200532286,-0.04390205289995766,-0.24748114917155387,-0.34986554380692014,-0.05746929873258268
WF3,OUTWARD,0.2,2,5,19706,0.0,0.26112185686653744,0.0,0.7619047619047619,0.22708819648837916,0.18080787577387597,-0.0462803207145032,-0.2874950317728389,-0.3242602855807956,-0.02224480412930438,-0.2502250860747324,-0.29769811693024906,-0.03158972581479224
WF1,OUTWARD,0.4,2,5,18146,0.0,0.24999755861759176,0.0,0.8606060606060606,0.25570373636063043,0.1954149674859473,-0.060288768874683124,-0.2634520058337349,-0.31705503352231507,-0.042746250234841715,1.526711097237389,2.0284050743182087,0.5414883791161541
WF2,OUTWARD,0.4,2,5,17460,0.0,0.24611260008542196,-0.043943332071492314,0.6667108320174084,0.25435280641466207,0.18241695303550973,-0.07193585337915234,-0.28368461206898715,-0.3867863140013685,-0.09299149999005651,-0.22825554718812333,-0.36494736958711027,-0.10435191902888391
WF3,OUTWARD,0.4,2,5,17391,0.0,0.27509271967993465,-2.7493222920504934e-05,0.8181818181818181,0.25334943361508827,0.18808579150135127,-0.06526364211373699,-0.22712813620404773,-0.3490970399147161,-0.1109266893800669,-0.19138348568052757,-0.3249613756543826,-0.12262834128668976
WF1,OUTWARD,0.8,2,5,11956,0.0,0.3225806451612905,-0.1785714285714286,0.9444444444444446,0.32469053195048514,0.21846771495483439,-0.10622281699565073,-0.17303264620914574,-0.340819964337975,-0.14992026238621758,2.536020521865681,-0.3310285023094372,-2.8987493794670076
WF2,OUTWARD,0.8,2,5,11022,0.0,0.298502363969237,-0.21739130434782616,0.8333333333333334,0.34095445472690983,0.21085102522228272,-0.1301034295046271,-0.11385901655795513,-0.36430543785739233,-0.23079085252097148,-0.08986374794387737,-0.3389563229810898,-0.22901506967084442
WF3,OUTWARD,0.8,2,5,11117,0.0,0.35834272489076757,-0.22727272727272724,1.0833333333333333,0.32571736979400917,0.2147162004137807,-0.11100116938022848,-0.12489343696096704,-0.3066188259506955,-0.16736187585029288,-0.10928399225073608,-0.29469457381709957,-0.16982400812777199
WF1,OUTWARD,1.2,2,5,6692,0.0,0.384615384615385,-0.3220058357651864,1.0,0.39584578601315,0.2522414823670054,-0.14360430364614465,-0.09721392710127552,-0.20430173879140912,-0.06990585783198952,4.811514198677383,-0.20045408105127027,-5.077623009267899
WF2,OUTWARD,1.2,2,5,6597,0.0,0.3571428571428572,-0.3125,0.7777777777777777,0.3863877520084887,0.2475367591329392,-0.1388509928755495,-0.11256329198686395,-0.33323401194061164,-0.19167163333152876,-0.0846529021200693,-0.3154041071086096,-0.20180282997475707
WF3,OUTWARD,1.2,2,5,6086,0.0,0.43687594441646205,-0.37735849056603776,1.0,0.3848176141965166,0.2656917515609596,-0.11912586263555702,-0.0819621370096544,-0.21701470785827326,-0.10686412299080915,-0.07121982451896887,-0.21264946819253885,-0.11333667043886095
WF1,INWARD,0.2,2,5,20747,0.0,0.0,-0.03668798384382366,0.754545454545454,0.17906203306502144,0.1428158287945245,-0.03624620427049694,-0.3328337548921255,-0.4146116079648364,-0.07470542323505064,-0.31727276502083956,-0.398526627673743,-0.07373313440475447
WF2,INWARD,0.2,2,5,20548,0.0,0.0,-0.05434782608695654,0.7218569627291735,0.17310687171500877,0.13884562974498735,-0.034261241970021415,-0.3480073084929044,-0.41411907324126646,-0.057815181243677294,-0.3296581570728966,-0.4010054953473175,-0.06285857168254597
WF3,INWARD,0.2,2,5,20425,0.0,0.0,-0.013869565405836504,0.5,0.1675887392900857,0.13782129742962057,-0.029767441860465118,-0.3148294681238965,-0.39140222918189016,-0.06412083352360005,-0.29015412512389455,-0.37499317827319634,-0.07073335485926847
WF1,INWARD,0.4,2,5,19028,0.0,0.0,-0.0766303879092829,0.6666666666666667,0.19634223249947447,0.15240697918856422,-0.043935253310910236,-0.270834499688663,-0.37970590407840643,-0.09909524389153487,-0.25656250793341023,-0.3647731435715683,-0.09789294718511869
WF2,INWARD,0.4,2,5,18632,0.0,0.0,-0.09420341968792842,0.8210333067771861,0.1910691283812795,0.14330184628595963,-0.04776728209531988,-0.28410526605260944,-0.40703689683257555,-0.11293526292120958,-0.2678874969824267,-0.3952734445912955,-0.11705626509772135
WF3,INWARD,0.4,2,5,18510,0.0,0.0,-0.04641592728010413,0.5029812399553895,0.18622366288492706,0.14721772015126958,-0.039005942733657484,-0.26620220675942996,-0.3504638929359177,-0.06384564752964723,-0.2374790717197435,-0.3330588376864025,-0.07355702214206489
WF1,INWARD,0.8,2,5,13346,0.0,0.0,-0.18693221523410203,0.7082928023748175,0.2522104001198861,0.18589839652330287,-0.06631200359658325,-0.13919325968972465,-0.3162351008601044,-0.160767353076135,-0.12848630877359088,-0.3039563430040644,-0.15878275442417789
WF2,INWARD,0.8,2,5,12742,0.0,0.03696494512530002,-0.19230769230769232,0.7957588883353635,0.24187725631768953,0.17148014440433212,-0.0703971119133574,-0.18629131642792884,-0.334038615486779,-0.13120300643930485,-0.17638722673591542,-0.32425304609505606,-0.12959800328529802
WF3,INWARD,0.8,2,5,12313,0.0,0.0,-0.18691335559884434,0.7140940545120744,0.23836595468204336,0.17721107772273206,-0.061154876959311294,-0.1456640211343793,-0.31066186505647353,-0.13562628154737766,-0.1358468800763228,-0.2995734030986743,-0.13347886252050473
WF1,INWARD,1.2,2,5,7380,0.0,0.12820512820512775,-0.25,0.5333333333333332,0.306639566395664,0.23834688346883467,-0.06829268292682927,-0.10316621877509298,-0.23426753427839603,-0.11763538479629332,-0.0977261914535518,-0.22625348496428951,-0.11474466370721478
WF2,INWARD,1.2,2,5,7114,0.0,0.11764705882352944,-0.24017434113106095,0.5,0.2932246274950801,0.21773966825976948,-0.07548495923531065,-0.12523611489180797,-0.2740718709541264,-0.13736339272162496,-0.11941279421190074,-0.26893194965699496,-0.13714881268587373
WF3,INWARD,1.2,2,5,6506,0.0,0.04803066206522322,-0.2272727272727273,0.5283410312602314,0.29188441438671997,0.2102674454349831,-0.08161696895173685,-0.1282360974743648,-0.32331609852274246,-0.16805467125423706,-0.12189878781558026,-0.3176752258896872,-0.16808047871630225
WF1,OUTWARD,0.2,2,8,20015,0.0,0.41436464088397784,0.0,1.231372549019608,0.23202598051461404,0.16412690482138395,-0.06789907569323007,-0.32818808519479714,-0.39999468645233277,-0.07636812089375182,1.2991909856404347,-0.37505749225451807,-1.729978282559909
WF2,OUTWARD,0.2,2,8,19505,0.0,0.427346622626223,-6.634291362073164e-05,1.1617647058823528,0.2270699820558831,0.17169956421430402,-0.05537041784157908,-0.3175149835853277,-0.3570175621054544,-0.029691851241779497,-0.25738931643584984,0.47518375221951065,0.7773130790835133
WF3,OUTWARD,0.2,2,8,19655,0.0,0.4464285714285716,0.0,1.1666666666666667,0.2240142457389977,0.16031544136352074,-0.06369880437547698,-0.2970633948306297,-0.3434226326604534,-0.039324918688559675,-0.2589470025002176,-0.31267511312309854,-0.04719109503470566
WF1,OUTWARD,0.4,2,8,18005,0.0,0.43478260869565233,-0.02237488538858401,1.25,0.25459594557067483,0.1697306303804499,-0.08486531519022494,-0.2740453260450135,-0.4115869623836322,-0.14312131997190905,1.5291546485582903,-0.38863068196796186,-1.980548908433451
WF2,OUTWARD,0.4,2,8,17240,0.0,0.46583850931677007,-0.023941371328224714,1.1666666666666667,0.25087006960556846,0.179292343387471,-0.07157772621809745,-0.29052075194635496,-0.3608590456718144,-0.05780019585556366,-0.2348276247677074,0.5807236414889168,0.8690166384345107
WF3,OUTWARD,0.4,2,8,17400,0.0,0.4838709677419355,-0.044570597380565055,1.1714943565031655,0.2502298850574713,0.16316091954022988,-0.08706896551724137,-0.23814131160539737,-0.3576651360731344,-0.10917877593722042,-0.20075392395624828,-0.3231867376702049,-0.11228435466976296
WF1,OUTWARD,0.8,2,8,11918,0.0,0.5555555555555556,-0.20833333333333334,1.333333333333334,0.3216143648263131,0.1899647591877832,-0.13164960563852995,-0.18005541053548302,-0.3723143171868319,-0.19579131974547262,2.5335893632844844,-0.3392651238629272,-2.96664780397516
WF2,OUTWARD,0.8,2,8,11011,0.0,0.5714285714285716,-0.2272727272727273,1.4,0.33166833166833165,0.19752974298428844,-0.13413858868404324,-0.13742033941139958,-0.3553158925863643,-0.1997441022889486,-0.11480856720219487,-0.33073760532961494,-0.19736250717516535
WF3,OUTWARD,0.8,2,8,11098,0.0,0.5882352941176472,-0.2167630057803468,1.4694444444444446,0.3242025590196432,0.19517030095512705,-0.12903225806451613,-0.1349511956366873,-0.35026525363932454,-0.2077563614715104,-0.1219758580301601,-0.3206162408348574,-0.18962133455572786
WF1,OUTWARD,1.2,2,8,6701,0.0,0.6521739130434784,-0.39603960396039595,1.4,0.3920310401432622,0.20444709744814207,-0.18758394269512013,-0.10633204843591314,-0.3909136606069314,-0.2671326815513098,4.793406176993618,-0.37967280958865246,-5.284716595965837
WF2,OUTWARD,1.2,2,8,6505,0.0,0.6543591289277373,-0.37037037037037046,1.5,0.37863182167563414,0.22413528055342044,-0.15449654112221367,-0.13236573418449515,-0.2903996537136104,-0.12939859023620576,-0.10405834500522734,-0.27761679451074195,-0.14485286838209782
WF3,OUTWARD,1.2,2,8,6140,0.031242251425737777,0.6960594315245479,-0.4166666666666667,1.5794978211362656,0.3794788273615635,0.23192182410423454,-0.14755700325732898,-0.10187298792423723,-0.26438782581972864,-0.1330094999120225,-0.08960384358541032,-0.24332399380123376,-0.12367710038697764
WF1,INWARD,0.2,2,8,20633,0.0,0.1785714285714286,-0.0625,1.0,0.1755924974555324,0.12998594484563564,-0.04560655260989677,-0.34593969261636953,-0.4627303091897065,-0.11115100652160789,-0.3281661281315749,-0.44566203739074983,-0.11161767890097471
WF2,INWARD,0.2,2,8,20490,0.0,0.09999999999999998,-0.09270000859328006,1.1666666666666665,0.1700829673011225,0.12733040507564666,-0.04275256222547584,-0.3526959850393537,-0.4181382569811942,-0.05538477389171633,-0.3335747191900612,-0.40916941573126286,-0.06571274927167502
WF3,INWARD,0.2,2,8,20386,0.0,0.10416666666666674,-0.07175516819626734,1.0078601276733692,0.1658981654076327,0.12479152359462377,-0.04110664181300893,-0.3234233906903966,-0.3714283825810266,-0.02983354246475553,-0.2983823459717286,-0.36260248786045546,-0.045899697792598844
WF1,INWARD,0.4,2,8,19004,0.0,0.2055517998985973,-0.07509303127353747,1.0,0.1917491054514839,0.13523468743422437,-0.056514418017259524,-0.28915877000558243,-0.4360280222870108,-0.1384313975089559,-0.2724722547444071,-0.4188715446169224,-0.13756676996890352
WF2,INWARD,0.4,2,8,18551,0.0,0.1293103448275863,-0.12195121951219501,1.1388888888888888,0.18866907444342623,0.130451188615169,-0.05821788582825724,-0.2879372787780374,-0.41288196052503534,-0.11300434670571666,-0.2714886823785636,-0.4033177732217485,-0.11981134201266305
WF3,INWARD,0.4,2,8,18450,0.0,0.16129032258064524,-0.09146341463414635,1.0,0.1830352303523035,0.13230352303523035,-0.050731707317073174,-0.2803372865969284,-0.3572771347473313,-0.050862721560021903,-0.25390639249106595,-0.3480027882221343,-0.0676728608383564
WF1,INWARD,0.8,2,8,13208,0.0,0.25,-0.18518518518518512,1.0,0.24523016353725016,0.16762568140520898,-0.07760448213204119,-0.17306833629228432,-0.38300490678538474,-0.19095467652324946,-0.16244593182924175,-0.3684526615608781,-0.18636631272036003
WF2,INWARD,0.8,2,8,12771,0.0,0.18656716417910424,-0.21739130434782605,1.0416666666666667,0.24031007751937986,0.14822645055203196,-0.0920836269673479,-0.18883986778090592,-0.4273317445700413,-0.22214925657824353,-0.18063758797200932,-0.4124835755485497,-0.21459093014768435
WF3,INWARD,0.8,2,8,12257,0.0,0.2127659574468086,-0.20833333333333337,1.1306818181818183,0.23317288080280657,0.15256588072122051,-0.08060700008158603,-0.1622029560893402,-0.3773822670718327,-0.18669802955360626,-0.1543223140362582,-0.36848585161580766,-0.18394968416115193
WF1,INWARD,1.2,2,8,7198,0.0,0.2777777777777779,-0.2727272727272727,0.8363636363636364,0.3081411503195332,0.21867185329258126,-0.08946929702695193,-0.11911404739116324,-0.3057512917229225,-0.1761842870163046,-0.11341693230653982,-0.2969646138035422,-0.17263018869904573
WF2,INWARD,1.2,2,8,7100,0.0,0.24390243902439046,-0.2777777777777777,0.9142857142857146,0.2925352112676056,0.18690140845070422,-0.1056338028169014,-0.11859906189844796,-0.34884168110278513,-0.2104433729943346,-0.11308312334829065,-0.3348791441796563,-0.20079961617103934
WF3,INWARD,1.2,2,8,6459,0.0,0.234375,-0.31400699103783647,1.0,0.2887443876761109,0.1882644372193838,-0.10047995045672704,-0.13023334034364584,-0.3551049363718515,-0.18851148189620706,-0.12384821452144179,-0.3481542349096555,-0.18752174576143726
WF1,OUTWARD,0.2,2,13,19929,0.0,0.6818181818181819,0.0,1.8333333333333321,0.2293140649305033,0.1415023332831552,-0.08781173164734808,-0.32646435057757,-0.4239944949346026,-0.1014715267491593,1.3052845797735633,1.2000867717589567,-0.12655866032267452
WF2,OUTWARD,0.2,2,13,19216,0.0,0.6976744186046513,-0.042371201031728783,1.7391648618063895,0.22673813488759367,0.14909450457951706,-0.0776436303080766,-0.3218156385442036,-0.31405671606462066,0.005049596439700827,-0.2633943151657572,0.5229605634186035,0.7985484367605526
WF3,OUTWARD,0.2,2,13,19656,0.0,0.6818181818181817,-0.04901960784313726,1.8928571428571428,0.22242572242572242,0.13975376475376475,-0.08267195767195767,-0.3058760266474022,-0.40705155246547636,-0.08785210494993115,-0.2672080309128279,-0.37535394641842557,-0.09525433034472114
WF1,OUTWARD,0.4,2,13,18054,0.0,0.7352941176470587,0.0,1.75001220703125,0.25191093386507146,0.14257228315054835,-0.1093386507145231,-0.27690400496428347,-0.43147011594392226,-0.15719398346591001,1.5183134026110017,1.3557037035138417,-0.1793345728616329
WF2,OUTWARD,0.4,2,13,17151,0.0,0.7680250783699059,-0.05295007564296522,1.6666666666666665,0.2504227158766253,0.15631741589411696,-0.09410529998250831,-0.2934254457685332,-0.3507964374636094,-0.05897048920623741,-0.23764675237201044,0.5806030329667847,0.835693031690603
WF3,OUTWARD,0.4,2,13,17338,0.0,0.744340055768621,-0.08928633709777545,1.8873392040190025,0.24922136347906332,0.1474218479640097,-0.10179951551505365,-0.24410388767652857,-0.42210671270801353,-0.1664060736724824,-0.2075637720520215,-0.39299412135305256,-0.17420383769516068
WF1,OUTWARD,0.8,2,13,12040,0.0,0.887096774193548,-0.19624454662236537,1.75,0.31627906976744186,0.15299003322259136,-0.1632890365448505,-0.20062595229466662,-0.4178617344362698,-0.2076310801635446,2.4856508788903326,2.289057454691027,-0.21095993031902266
WF2,OUTWARD,0.8,2,13,11003,0.0,0.9090909090909091,-0.20833333333333334,1.7,0.32900118149595564,0.1680450786149232,-0.16095610288103246,-0.15503715136115306,-0.36115413395963675,-0.2054485804247975,-0.13022356912597682,1.0780891764507434,1.2484377065728074
WF3,OUTWARD,0.8,2,13,11087,0.0,0.8695652173913047,-0.21739130434782605,1.8142857142857145,0.3226301073329124,0.16686209073689906,-0.15576801659601336,-0.13456113588717722,-0.3891947485422079,-0.25170566835913666,-0.12072817355940103,-0.3738628625128517,-0.24994925961039446
WF1,OUTWARD,1.2,2,13,6686,0.0,1.0714285714285716,-0.3846153846153849,1.8666666666666667,0.38872270415794197,0.179329943164822,-0.20939276099311996,-0.11751099946103394,-0.37856779392424156,-0.2344602883420963,-0.11206785142829101,-0.37125504306386675,-0.23089477775551454
WF2,OUTWARD,1.2,2,13,6519,0.0,1.0,-0.3448275862068966,1.6944444444444446,0.377205092805645,0.1940481668967633,-0.18315692590888172,-0.138693883356167,-0.3749860935431171,-0.23034711216649661,-0.11136744572174964,-0.3665721342549595,-0.24953802859006988
WF3,OUTWARD,1.2,2,13,6088,0.0,0.9729532163742689,-0.3846153846153846,1.692204301075269,0.37779237844940866,0.19875164257555847,-0.1790407358738502,-0.10063200942138406,-0.3834235999575301,-0.2792636368861313,-0.0882522747713041,-0.3819307503548837,-0.2906507470862424
WF1,INWARD,0.2,2,13,20529,0.0,0.33333333333333326,-0.10392609699769056,1.6,0.1738029129524088,0.11856398265867797,-0.05523893029373082,-0.35513887219703805,-0.48646331732533504,-0.14215235224411302,-0.33696169154645494,-0.4790998926850217,-0.1519451489363374
WF2,INWARD,0.2,2,13,20399,0.02232142857141639,0.26315789473684226,-0.11363636363636354,1.5686487793086776,0.16883180548066082,0.12838864650227952,-0.04044315897838129,-0.3666983057060422,-0.4373172046994347,-0.07135105054884941,-0.34743377254628754,-0.428058845798425,-0.07840191096950913
WF3,INWARD,0.2,2,13,20121,0.0,0.2777777777777777,-0.1171875,1.6666666666666667,0.16197008100989016,0.11898016997167139,-0.042989911038218774,-0.3339177420145706,-0.38596085237383276,-0.05591931504772931,-0.30796951290192,-0.37396704897329347,-0.056791429593699636
WF1,INWARD,0.4,2,13,18897,0.0,0.37498474121086645,-0.11857230739538982,1.5,0.19040059268666984,0.12282372863417473,-0.0675768640524951,-0.29786064814625374,-0.50551961247939,-0.2201183712974495,-0.2808101714761141,-0.49694687739974464,-0.22817259500580261
WF2,INWARD,0.4,2,13,18566,0.0,0.2941176470588234,-0.12965050732807215,1.5,0.1853387913390068,0.1348163309275019,-0.050522460411504905,-0.30888429926161637,-0.3876522068372549,-0.06875447252673608,-0.2914664045732643,-0.37867040827891574,-0.07685600744584759
WF3,INWARD,0.4,2,13,18322,0.0,0.3030303030303034,-0.13513513513513514,1.5268183104604915,0.1791834952516101,0.12711494378342975,-0.05206855146818033,-0.28874935675517543,-0.3871612327585012,-0.08319952088090854,-0.2615516567077741,-0.37593301726296796,-0.08478583975505029
WF1,INWARD,0.8,2,13,13308,0.0,0.4545454545454546,-0.20000000000000004,1.375,0.24609257589419897,0.147956116621581,-0.09813645927261798,-0.16168737214243123,-0.43867746214922915,-0.28762255583159013,-0.15053945453025727,-0.43229158675819257,-0.29177068565392056
WF2,INWARD,0.8,2,13,12752,0.07825589396844634,0.3855569008302766,-0.20339216767788193,1.2430555555555554,0.2371392722710163,0.13676286072772897,-0.10037641154328733,-0.20274483532842025,-0.40797698467445975,-0.19226654529313275,-0.19320326062901094,-0.39887930851502484,-0.19173983750401108
WF3,INWARD,0.8,2,13,12229,0.027624309392308533,0.3571428571428572,-0.234375,1.5,0.2318259874069834,0.15528661378689998,-0.07653937362008341,-0.17725537198734365,-0.36070802963009224,-0.16500668891185324,-0.16948362991899557,-0.34198918174923737,-0.1526953556080798
WF1,INWARD,1.2,2,13,7284,0.0,0.5633802816901408,-0.3055002488800398,1.2321428571428572,0.29983525535420097,0.18245469522240526,-0.11738056013179572,-0.11764204562571769,-0.38768921459373423,-0.2804225803576327,-0.1115987340601211,-0.3781274229842842,-0.2753474037975676
WF2,INWARD,1.2,2,13,7108,0.14493651011287056,0.4545454545454546,-0.29925373134328365,1.1025903256630771,0.28404614518852,0.16530669667979742,-0.11873944850872256,-0.13690380380315212,-0.40391042749659917,-0.2528346849759046,-0.1310749868319,-0.3885010561386545,-0.2416659439477106
WF3,INWARD,1.2,2,13,6438,0.03333333333330302,0.42857621178807825,-0.36363636363636365,1.538955389325602,0.28735632183908044,0.17691829760795277,-0.11043802423112768,-0.13493614348095223,-0.3486340423072621,-0.19575443825028863,-0.1285319139736061,-0.34506545152315576,-0.1984872803535599
