wf,action,structure_scale,base_h,later_h,matched_n,median_delta_entry_atr,median_delta_target_distance_atr,median_delta_risk_distance_atr,median_delta_RR,target_first_base,target_first_later,delta_target_first,E_R_lower_base,E_R_lower_later,delta_E_R_lower,E_R_upper_base,E_R_upper_later,delta_E_R_upper
WF1,INWARD,1.2,2,3,7467,0.0,0.0,-0.12195121951219501,0.1964285714285714,0.30721842774876124,0.26945225659568767,-0.03776617115307352,-0.1040397904269061,-0.17871633386948246,-0.04772588970309925,-0.09814517352404789,-0.16981301542711663,-0.044501409987615495
WF2,INWARD,1.2,2,3,7294,0.0,0.0,-0.12955655530903598,0.22222222222222215,0.2932547299149986,0.2580202906498492,-0.035234439265149436,-0.11945649227913004,-0.180993619813263,-0.05314799271467154,-0.1137881750868018,-0.17360026960016292,-0.05128370019038555
WF3,INWARD,1.2,2,3,6568,0.0,0.0,-0.10752688172043023,0.14425179631365204,0.2927831912302071,0.26568209500609014,-0.02710109622411693,-0.1254990117110667,-0.14650162655705576,0.0037702857602320023,-0.11922615667560026,-0.13722971768013825,0.006990358041996561
WF1,OUTWARD,0.2,2,5,20101,0.0,0.2272727272727273,0.0,0.75,0.23287398636883738,0.19242823740112433,-0.04044574896771305,-0.3173433341805971,-0.3222062101900099,0.0035513700919499384,1.3028311724205814,1.8004554794650507,0.5238462973637319
WF1,OUTWARD,0.2,3,5,2257,0.0,0.0,0.0,0.0,0.15551617190961453,0.17190961453256534,0.01639344262295082,-0.412090946621751,-0.382734440815275,0.028386925630509905,-0.38719420398243104,-0.3489589066580315,0.037322549771741764
WF2,OUTWARD,0.2,2,5,19594,0.0,0.21739130434782616,0.0,0.6607142857142856,0.23139736654077778,0.17974890272532407,-0.05164846381545371,-0.3076752425194607,-0.37685762200532286,-0.04390205289995766,-0.24748114917155387,-0.34986554380692014,-0.05746929873258268
WF2,OUTWARD,0.2,3,5,1973,0.0,0.0,0.030985915492957733,-0.2923976608187135,0.10491637100861632,0.1338063862138875,0.02889001520527116,-0.5921394500679243,-0.5114713633307898,0.086339251935706,-0.5705188741438126,-0.455203169582281,0.12174997225445099
WF3,OUTWARD,0.2,3,5,1878,0.0,0.0,0.0,-0.2330827067669172,0.15814696485623003,0.16240681576144836,0.004259850905218318,-0.3475975912307294,-0.3733376852968972,-0.00559445504033436,-0.3365675432650339,-0.3356152137111632,0.024813881546972394
WF3,OUTWARD,0.2,2,5,19706,0.0,0.26112185686653744,0.0,0.7619047619047619,0.22708819648837916,0.18080787577387597,-0.0462803207145032,-0.2874950317728389,-0.3242602855807956,-0.02224480412930438,-0.2502250860747324,-0.29769811693024906,-0.03158972581479224
WF1,OUTWARD,0.4,2,5,18146,0.0,0.24999755861759176,0.0,0.8606060606060606,0.25570373636063043,0.1954149674859473,-0.060288768874683124,-0.2634520058337349,-0.31705503352231507,-0.042746250234841715,1.526711097237389,2.0284050743182087,0.5414883791161541
WF1,OUTWARD,0.4,3,5,3505,0.0,0.0,0.0,0.0,0.18573466476462197,0.1797432239657632,-0.005991440798858773,-0.3357569441334927,-0.3612515953700044,-0.021994017585176922,-0.3070017433427427,-0.33937447653177955,-0.028941239215137683
WF2,OUTWARD,0.4,2,5,17460,0.0,0.24611260008542196,-0.043943332071492314,0.6667108320174084,0.25435280641466207,0.18241695303550973,-0.07193585337915234,-0.28368461206898715,-0.3867863140013685,-0.09299149999005651,-0.22825554718812333,-0.36494736958711027,-0.10435191902888391
WF2,OUTWARD,0.4,3,5,3202,0.0,0.0,0.0,0.0,0.1580262336039975,0.1580262336039975,0.0,-0.4047855270342154,-0.48163153659714864,-0.07270387040326536,-0.3854988425034398,-0.44366809120091893,-0.053323630778471104
WF3,OUTWARD,0.4,3,5,2993,0.0,0.09433962264150964,0.0,-0.07142857142857145,0.18309388573337787,0.16338122285332443,-0.01971266288005346,-0.3219713915227205,-0.3708618891924111,-0.02934581575514762,-0.3091662615900832,-0.3444454102040508,-0.015612450718877714
WF3,OUTWARD,0.4,2,5,17391,0.0,0.27509271967993465,-2.7493222920504934e-05,0.8181818181818181,0.25334943361508827,0.18808579150135127,-0.06526364211373699,-0.22712813620404773,-0.3490970399147161,-0.1109266893800669,-0.19138348568052757,-0.3249613756543826,-0.12262834128668976
WF1,OUTWARD,0.8,2,5,11956,0.0,0.3225806451612905,-0.1785714285714286,0.9444444444444446,0.32469053195048514,0.21846771495483439,-0.10622281699565073,-0.17303264620914574,-0.340819964337975,-0.14992026238621758,2.536020521865681,-0.3310285023094372,-2.8987493794670076
WF1,OUTWARD,0.8,3,5,4080,0.0,0.1095973987660428,-0.06603542694624387,0.41666666666666663,0.3012254901960784,0.2428921568627451,-0.058333333333333334,-0.1012632187496857,-0.19138702727268328,-0.07632047203264962,-0.07982551879982852,-0.1822997774509084,-0.08863711834825852
WF2,OUTWARD,0.8,3,5,3787,0.0,0.136986301369863,-0.1181102362204724,0.5,0.29337206231845786,0.20596778452601003,-0.08740427779244785,-0.14634962746312158,-0.39153122825856523,-0.22594291474897052,-0.1229166387325637,-0.37875750664612345,-0.23653382772010453
WF2,OUTWARD,0.8,2,5,11022,0.0,0.298502363969237,-0.21739130434782616,0.8333333333333334,0.34095445472690983,0.21085102522228272,-0.1301034295046271,-0.11385901655795513,-0.36430543785739233,-0.23079085252097148,-0.08986374794387737,-0.3389563229810898,-0.22901506967084442
WF3,OUTWARD,0.8,2,5,11117,0.0,0.35834272489076757,-0.22727272727272724,1.0833333333333333,0.32571736979400917,0.2147162004137807,-0.11100116938022848,-0.12489343696096704,-0.3066188259506955,-0.16736187585029288,-0.10928399225073608,-0.29469457381709957,-0.16982400812777199
WF3,OUTWARD,0.8,3,5,3724,0.0,0.12915129151291505,-0.06903313568663183,0.42222222222222217,0.3141783029001074,0.22073039742212675,-0.09344790547798067,-0.06292441905716571,-0.31419819361151535,-0.24443392007958284,-0.051100888863967124,-0.28551307216668426,-0.22717781358234554
WF1,OUTWARD,1.2,2,5,6692,0.0,0.384615384615385,-0.3220058357651864,1.0,0.39584578601315,0.2522414823670054,-0.14360430364614465,-0.09721392710127552,-0.20430173879140912,-0.06990585783198952,4.811514198677383,-0.20045408105127027,-5.077623009267899
WF1,OUTWARD,1.2,3,5,3380,0.0,0.20833333333333326,-0.1923076923076923,0.5714285714285712,0.3656804733727811,0.27958579881656803,-0.08609467455621302,-0.04679646968966528,-0.2264970292031582,-0.16472201000759282,-0.043320443224752404,-0.22429883917674984,-0.16556117121520536
WF2,OUTWARD,1.2,3,5,3086,0.0,0.16954531614810114,-0.1923076923076923,0.4666666666666666,0.37265068049254696,0.2556707712248866,-0.1169799092676604,-0.058469346705133936,-0.3078018432999112,-0.22564701513318244,-0.05248351366450638,-0.284362692544131,-0.20750967943710721
WF2,OUTWARD,1.2,2,5,6597,0.0,0.3571428571428572,-0.3125,0.7777777777777777,0.3863877520084887,0.2475367591329392,-0.1388509928755495,-0.11256329198686395,-0.33323401194061164,-0.19167163333152876,-0.0846529021200693,-0.3154041071086096,-0.20180282997475707
WF3,OUTWARD,1.2,2,5,6086,0.0,0.43687594441646205,-0.37735849056603776,1.0,0.3848176141965166,0.2656917515609596,-0.11912586263555702,-0.0819621370096544,-0.21701470785827326,-0.10686412299080915,-0.07121982451896887,-0.21264946819253885,-0.11333667043886095
WF3,OUTWARD,1.2,3,5,2923,0.0,0.23809523809523814,-0.2158273381294964,0.6523809523809523,0.3910366062264796,0.2637700992131372,-0.12726650701334247,-0.08254658652225436,-0.22760383700063802,-0.1203059713629012,-0.07380085976583281,-0.20085667459247697,-0.10166864911902948
WF1,INWARD,0.2,2,5,20747,0.0,0.0,-0.03668798384382366,0.754545454545454,0.17906203306502144,0.1428158287945245,-0.03624620427049694,-0.3328337548921255,-0.4146116079648364,-0.07470542323505064,-0.31727276502083956,-0.398526627673743,-0.07373313440475447
WF1,INWARD,0.2,3,5,2125,0.0,0.0,0.0,0.0,0.13176470588235295,0.1411764705882353,0.009411764705882352,-0.352146182733008,-0.46844807046096937,-0.11369623680434529,-0.3380765069230547,-0.4674540346756811,-0.1272107823570223
WF2,INWARD,0.2,2,5,20548,0.0,0.0,-0.05434782608695654,0.7218569627291735,0.17310687171500877,0.13884562974498735,-0.034261241970021415,-0.3480073084929044,-0.41411907324126646,-0.057815181243677294,-0.3296581570728966,-0.4010054953473175,-0.06285857168254597
WF2,INWARD,0.2,3,5,1823,0.0,0.0,0.0,0.0,0.11464618760285245,0.12397147558968732,0.009325287986834888,-0.4780209904813011,-0.46050549644491784,0.01653334069349611,-0.46968273782486664,-0.4520920349064563,0.016455313227828196
WF3,INWARD,0.2,2,5,20425,0.0,0.0,-0.013869565405836504,0.5,0.1675887392900857,0.13782129742962057,-0.029767441860465118,-0.3148294681238965,-0.39140222918189016,-0.06412083352360005,-0.29015412512389455,-0.37499317827319634,-0.07073335485926847
WF3,INWARD,0.2,3,5,1613,0.0,-0.15151515151515138,0.06172839506172839,-0.8989898989898997,0.12275263484190949,0.13825170489770613,0.015499070055796652,-0.16420426676103084,-0.41089705688340494,-0.2613555851067466,-0.14765021270697679,-0.4011957640639056,-0.2685779857920448
WF1,INWARD,0.4,2,5,19028,0.0,0.0,-0.0766303879092829,0.6666666666666667,0.19634223249947447,0.15240697918856422,-0.043935253310910236,-0.270834499688663,-0.37970590407840643,-0.09909524389153487,-0.25656250793341023,-0.3647731435715683,-0.09789294718511869
WF1,INWARD,0.4,3,5,3372,0.0,0.0,0.0,0.0,0.14294187425860025,0.1465005931198102,0.0035587188612099642,-0.3233496429719028,-0.44207899219068175,-0.10683374077522091,-0.31218686122332157,-0.4401730201449384,-0.11636614779887253
WF2,INWARD,0.4,2,5,18632,0.0,0.0,-0.09420341968792842,0.8210333067771861,0.1910691283812795,0.14330184628595963,-0.04776728209531988,-0.28410526605260944,-0.40703689683257555,-0.11293526292120958,-0.2678874969824267,-0.3952734445912955,-0.11705626509772135
WF2,INWARD,0.4,3,5,3283,0.0,0.0,0.0,0.0,0.12001218397806884,0.14133414559853794,0.021321961620469083,-0.46773108965688576,-0.33161295797830764,0.14426639480941078,-0.4620044606643308,-0.3276089539743036,0.14244149354892846
WF3,INWARD,0.4,2,5,18510,0.0,0.0,-0.04641592728010413,0.5029812399553895,0.18622366288492706,0.14721772015126958,-0.039005942733657484,-0.26620220675942996,-0.3504638929359177,-0.06384564752964723,-0.2374790717197435,-0.3330588376864025,-0.07355702214206489
WF3,INWARD,0.4,3,5,3029,0.0,0.0,0.0,0.14285714285714235,0.12182238362495873,0.12446351931330472,0.002641135688345989,-0.21270513078217632,-0.37731622335366694,-0.16582302421554682,-0.20221937789590755,-0.3759983399241861,-0.1753530192173485
WF1,INWARD,0.8,2,5,13346,0.0,0.0,-0.18693221523410203,0.7082928023748175,0.2522104001198861,0.18589839652330287,-0.06631200359658325,-0.13919325968972465,-0.3162351008601044,-0.160767353076135,-0.12848630877359088,-0.3039563430040644,-0.15878275442417789
WF1,INWARD,0.8,3,5,4494,0.0,0.0,-4.007905118896815e-14,0.25,0.205607476635514,0.17489986648865152,-0.030707610146862484,-0.12584826347006897,-0.3590393474758686,-0.2238922965243241,-0.11715189789455005,-0.35643139017358816,-0.2250523403950741
WF2,INWARD,0.8,2,5,12742,0.0,0.03696494512530002,-0.19230769230769232,0.7957588883353635,0.24187725631768953,0.17148014440433212,-0.0703971119133574,-0.18629131642792884,-0.334038615486779,-0.13120300643930485,-0.17638722673591542,-0.32425304609505606,-0.12959800328529802
WF2,INWARD,0.8,3,5,4349,0.0,0.0,-0.10500340872039593,0.32121212121212106,0.21062313175442632,0.17475281673948034,-0.03587031501494597,-0.15792929591613755,-0.29614112596778275,-0.12142257879740868,-0.15510331124196802,-0.28849693427610845,-0.11630891111408556
WF3,INWARD,0.8,2,5,12313,0.0,0.0,-0.18691335559884434,0.7140940545120744,0.23836595468204336,0.17721107772273206,-0.061154876959311294,-0.1456640211343793,-0.31066186505647353,-0.13562628154737766,-0.1358468800763228,-0.2995734030986743,-0.13347886252050473
WF3,INWARD,0.8,3,5,4411,0.0,0.0,-0.08681335498936127,0.36948624805397,0.2063024257537973,0.18431194740421672,-0.021990478349580594,-0.05496604211793294,-0.2030724226214209,-0.122919913781551,-0.040337487313457744,-0.17746160738693656,-0.10967156291891203
WF1,INWARD,1.2,3,5,4199,0.0,0.0,-0.1724137931034483,0.35,0.2888783043581805,0.2362467254108121,-0.05263157894736842,-0.11995721405754578,-0.2785002325745324,-0.1489510978246718,-0.11606637374411696,-0.27308941520572666,-0.146962782581791
WF1,INWARD,1.2,2,5,7380,0.0,0.12820512820512775,-0.25,0.5333333333333332,0.306639566395664,0.23834688346883467,-0.06829268292682927,-0.10316621877509298,-0.23426753427839603,-0.11763538479629332,-0.0977261914535518,-0.22625348496428951,-0.11474466370721478
WF2,INWARD,1.2,2,5,7114,0.0,0.11764705882352944,-0.24017434113106095,0.5,0.2932246274950801,0.21773966825976948,-0.07548495923531065,-0.12523611489180797,-0.2740718709541264,-0.13736339272162496,-0.11941279421190074,-0.26893194965699496,-0.13714881268587373
WF2,INWARD,1.2,3,5,4068,0.0,0.0,-0.17647058823529416,0.3857142857142857,0.2704031465093412,0.2232055063913471,-0.0471976401179941,-0.09324732104597597,-0.2575090609000808,-0.15060416443719943,-0.09060328416580639,-0.25340434960188907,-0.1490209338804733
WF3,INWARD,1.2,2,5,6506,0.0,0.04803066206522322,-0.2272727272727273,0.5283410312602314,0.29188441438671997,0.2102674454349831,-0.08161696895173685,-0.1282360974743648,-0.32331609852274246,-0.16805467125423706,-0.12189878781558026,-0.3176752258896872,-0.16808047871630225
WF3,INWARD,1.2,3,5,3891,0.0,0.0,-0.14184397163120566,0.23809523809523814,0.2624004112053457,0.2328450269853508,-0.02955538421999486,-0.05184741612692564,-0.15511600498729258,-0.06971606030626765,-0.04251689753714778,-0.14344007437753842,-0.06551535555507532
WF1,OUTWARD,0.2,2,8,20015,0.0,0.41436464088397784,0.0,1.231372549019608,0.23202598051461404,0.16412690482138395,-0.06789907569323007,-0.32818808519479714,-0.39999468645233277,-0.07636812089375182,1.2991909856404347,-0.37505749225451807,-1.729978282559909
WF1,OUTWARD,0.2,3,8,2201,0.0,0.17715754947075002,0.0,0.0,0.1490231712857792,0.1558382553384825,0.0068150840527033164,-0.4411760869866178,-0.4446952116672138,-0.006135966120881882,-0.424495803762217,-0.44345314744821046,-0.01980201720350771
WF1,OUTWARD,0.2,5,8,311,0.1470588235293917,0.06757188663101332,0.0,1.0,0.1864951768488746,0.08360128617363344,-0.10289389067524116,-0.4940384902653986,-0.0976552055862401,0.39832115670364304,-0.47306718783714247,-0.07432187225290676,0.4005734089558953
WF2,OUTWARD,0.2,2,8,19505,0.0,0.427346622626223,-6.634291362073164e-05,1.1617647058823528,0.2270699820558831,0.17169956421430402,-0.05537041784157908,-0.3175149835853277,-0.3570175621054544,-0.029691851241779497,-0.25738931643584984,0.47518375221951065,0.7773130790835133
WF2,OUTWARD,0.2,3,8,1977,0.0,0.1470588235294117,0.0,-0.20000000000000018,0.10116337885685382,0.12898330804248861,0.0278199291856348,-0.6020973668600867,-0.5441055119009426,0.05910342208285635,-0.5836734728181686,-0.5168913742439573,0.06827685282791823
WF2,OUTWARD,0.2,5,8,321,0.19331453483721361,0.0,0.0,0.0,0.21806853582554517,0.24299065420560748,0.024922118380062305,-0.13169673732287532,-0.08064192613543829,0.057701474783683614,-0.13169673732287532,-0.08064192613543829,0.057701474783683614
WF3,OUTWARD,0.2,3,8,1843,0.0,0.22222222222222232,0.0,0.33333333333333326,0.14812805208898536,0.138903960933261,-0.009224091155724362,-0.3698844148586157,-0.44734992645543054,-0.0813628967191044,-0.35864532473526484,-0.43328918404823147,-0.07800643237497296
WF3,OUTWARD,0.2,2,8,19655,0.0,0.4464285714285716,0.0,1.1666666666666667,0.2240142457389977,0.16031544136352074,-0.06369880437547698,-0.2970633948306297,-0.3434226326604534,-0.039324918688559675,-0.2589470025002176,-0.31267511312309854,-0.04719109503470566
WF3,OUTWARD,0.2,5,8,291,0.024156085018802287,0.024156085018804507,-0.049249012689588395,0.4166666666666665,0.2646048109965636,0.11683848797250859,-0.14776632302405499,-0.01328257198428871,-0.5441096331465691,-0.5022596250692458,-0.0033548969742148104,-0.5371409920315866,-0.5051655105403842
WF1,OUTWARD,0.4,2,8,18005,0.0,0.43478260869565233,-0.02237488538858401,1.25,0.25459594557067483,0.1697306303804499,-0.08486531519022494,-0.2740453260450135,-0.4115869623836322,-0.14312131997190905,1.5291546485582903,-0.38863068196796186,-1.980548908433451
WF1,OUTWARD,0.4,5,8,1034,0.0,0.0,0.0,0.25,0.20889748549323017,0.15860735009671179,-0.05029013539651837,-0.2570846476129377,-0.19961899857143964,0.08746903324671684,-0.2466889400341315,-0.19253397832852465,0.08401837762214817
WF1,OUTWARD,0.4,3,8,3420,0.0,0.1923076923076923,0.0,0.25,0.18801169590643274,0.15409356725146198,-0.03391812865497076,-0.3334771950182951,-0.41050760450226487,-0.07249891138841158,-0.30896885338193997,-0.40544953886096907,-0.09090517744752077
WF2,OUTWARD,0.4,2,8,17240,0.0,0.46583850931677007,-0.023941371328224714,1.1666666666666667,0.25087006960556846,0.179292343387471,-0.07157772621809745,-0.29052075194635496,-0.3608590456718144,-0.05780019585556366,-0.2348276247677074,0.5807236414889168,0.8690166384345107
WF2,OUTWARD,0.4,3,8,3224,0.0,0.20833333333333326,0.0,0.33333333333333326,0.1488833746898263,0.1433002481389578,-0.005583126550868486,-0.43784886343041984,-0.5063437275547832,-0.062216995788904335,-0.4235460094965858,-0.49067620029683073,-0.06049556432387583
WF2,OUTWARD,0.4,5,8,1154,0.08939974457217659,0.0,0.0,-0.16666666666666657,0.14558058925476602,0.1733102253032929,0.02772963604852686,-0.0742534814342134,-0.21094968930340147,-0.16189082228487225,-0.0742534814342134,-0.21094968930340147,-0.16189082228487225
WF3,OUTWARD,0.4,3,8,2964,-0.09009740259745058,0.20833333333333304,0.0,0.10558619462729052,0.1811740890688259,0.15587044534412955,-0.025303643724696356,-0.3253987613565281,-0.3867715632148043,-0.10980711266320126,-0.3124773837359549,-0.37792826643376437,-0.11417164392649523
WF3,OUTWARD,0.4,2,8,17400,0.0,0.4838709677419355,-0.044570597380565055,1.1714943565031655,0.2502298850574713,0.16316091954022988,-0.08706896551724137,-0.23814131160539737,-0.3576651360731344,-0.10917877593722042,-0.20075392395624828,-0.3231867376702049,-0.11228435466976296
WF3,OUTWARD,0.4,5,8,1335,0.0,0.0,-0.04547106525472355,0.7235024941490487,0.1745318352059925,0.17153558052434456,-0.00299625468164794,-0.259842869483398,-0.24075022661167908,-0.0008992240811254805,-0.2388089550068606,-0.21947909570143045,-0.0007227807521391577
WF1,OUTWARD,0.8,2,8,11918,0.0,0.5555555555555556,-0.20833333333333334,1.333333333333334,0.3216143648263131,0.1899647591877832,-0.13164960563852995,-0.18005541053548302,-0.3723143171868319,-0.19579131974547262,2.5335893632844844,-0.3392651238629272,-2.96664780397516
WF1,OUTWARD,0.8,3,8,4093,0.0,0.3125,0.0,0.6666666666666665,0.29049596872709504,0.20156364524798437,-0.08893232347911068,-0.12923688537597686,-0.3462493654368287,-0.2080399403910466,-0.10095489545507175,-0.32718919974102695,-0.21595688850953804
WF1,OUTWARD,0.8,5,8,3440,0.0,0.125,-0.09259259259259256,0.4686229427131525,0.2877906976744186,0.2302325581395349,-0.05755813953488372,-0.1279950851114451,-0.1929817394745741,-0.047182921226079685,-0.08563883263717889,-0.1817742146772152,-0.07873242452414703
WF2,OUTWARD,0.8,3,8,3779,-0.013477088948775418,0.35256410256410264,-0.11627906976744196,0.8666666666666667,0.2730881185498809,0.20111140513363324,-0.07197671341624769,-0.19892206017022468,-0.4108959338044765,-0.1978150312253194,-0.17473347595086264,-0.3843677708687483,-0.19474184621184013
WF2,OUTWARD,0.8,2,8,11011,0.0,0.5714285714285716,-0.2272727272727273,1.4,0.33166833166833165,0.19752974298428844,-0.13413858868404324,-0.13742033941139958,-0.3553158925863643,-0.1997441022889486,-0.11480856720219487,-0.33073760532961494,-0.19736250717516535
WF2,OUTWARD,0.8,5,8,3353,0.0,0.1408450704225359,-0.10769230769230764,0.6666666666666667,0.25827617059349833,0.1941544885177453,-0.06412168207575306,-0.1610582027135655,-0.39082164025441773,-0.21328749923331955,-0.1511925444169958,-0.37461624412115435,-0.20667750031861198
WF3,OUTWARD,0.8,5,8,3489,0.0,0.05319148936170215,-0.12430939226519333,0.6071428571428572,0.27400401261106333,0.19260533104041272,-0.08139868157065061,-0.07087127546350017,-0.35472844053036173,-0.27762604911147526,-0.050410906648991324,-0.3328022928257709,-0.2758604774937817
WF3,OUTWARD,0.8,2,8,11098,0.0,0.5882352941176472,-0.2167630057803468,1.4694444444444446,0.3242025590196432,0.19517030095512705,-0.12903225806451613,-0.1349511956366873,-0.35026525363932454,-0.2077563614715104,-0.1219758580301601,-0.3206162408348574,-0.18962133455572786
WF3,OUTWARD,0.8,3,8,3725,0.0,0.3448275862068966,-0.07246376811594202,0.7571568080357143,0.3073825503355705,0.18067114093959732,-0.12671140939597317,-0.07805132553050516,-0.44297008900241547,-0.3723372539776182,-0.06624108020269219,-0.42745700645630075,-0.3685503441893353
WF1,OUTWARD,1.2,2,8,6701,0.0,0.6521739130434784,-0.39603960396039595,1.4,0.3920310401432622,0.20444709744814207,-0.18758394269512013,-0.10633204843591314,-0.3909136606069314,-0.2671326815513098,4.793406176993618,-0.37967280958865246,-5.284716595965837
WF1,OUTWARD,1.2,3,8,3374,0.0,0.45454545454545503,-0.2564102564102565,1.1091107870023105,0.35714285714285715,0.23029045643153526,-0.12685240071132187,-0.06715044932844287,-0.3282030902324327,-0.23850653979053207,-0.06367442286352999,-0.3264973009963968,-0.23986781431007234
