datetime,datetime_ns,symbol,timeframe,open,high,low,close,volume,open_oi,close_oi
2025-07-23 09:00:00,1753232400000000000,KQ.m@SHFE.ag,15m,9469.0,9478.0,9461.0,9469.0,30981.0,483174.0,480933.0
2025-07-23 09:15:00,1753233300000000000,KQ.m@SHFE.ag,15m,9469.0,9483.0,9451.0,9458.0,34302.0,480933.0,480277.0
2025-07-23 09:30:00,1753234200000000000,KQ.m@SHFE.ag,15m,9458.0,9466.0,9445.0,9450.0,20931.0,480277.0,479603.0
2025-07-23 09:45:00,1753235100000000000,KQ.m@SHFE.ag,15m,9450.0,9465.0,9442.0,9463.0,17808.0,479603.0,478299.0
2025-07-23 10:00:00,1753236000000000000,KQ.m@SHFE.ag,15m,9463.0,9472.0,9461.0,9464.0,13526.0,478299.0,478624.0
2025-07-23 10:30:00,1753237800000000000,KQ.m@SHFE.ag,15m,9467.0,9478.0,9464.0,9468.0,14967.0,478624.0,480405.0
2025-07-23 10:45:00,1753238700000000000,KQ.m@SHFE.ag,15m,9468.0,9478.0,9464.0,9467.0,14154.0,480405.0,480569.0
2025-07-23 11:00:00,1753239600000000000,KQ.m@SHFE.ag,15m,9467.0,9480.0,9460.0,9475.0,14502.0,480569.0,480718.0
2025-07-23 11:15:00,1753240500000000000,KQ.m@SHFE.ag,15m,9475.0,9526.0,9471.0,9522.0,55422.0,480718.0,488686.0
2025-07-23 13:30:00,1753248600000000000,KQ.m@SHFE.ag,15m,9498.0,9502.0,9465.0,9466.0,45872.0,488686.0,483125.0
2025-07-23 13:45:00,1753249500000000000,KQ.m@SHFE.ag,15m,9466.0,9488.0,9460.0,9479.0,26809.0,483125.0,480473.0
2025-07-23 14:00:00,1753250400000000000,KQ.m@SHFE.ag,15m,9479.0,9487.0,9463.0,9474.0,19309.0,480473.0,478446.0
2025-07-23 14:15:00,1753251300000000000,KQ.m@SHFE.ag,15m,9474.0,9483.0,9466.0,9474.0,14080.0,478446.0,478117.0
2025-07-23 14:30:00,1753252200000000000,KQ.m@SHFE.ag,15m,9474.0,9488.0,9472.0,9487.0,13931.0,478117.0,478567.0
2025-07-23 14:45:00,1753253100000000000,KQ.m@SHFE.ag,15m,9487.0,9504.0,9486.0,9492.0,28300.0,478567.0,478279.0
2025-07-23 21:00:00,1753275600000000000,KQ.m@SHFE.ag,15m,9508.0,9519.0,9476.0,9504.0,65015.0,478279.0,483607.0
2025-07-23 21:15:00,1753276500000000000,KQ.m@SHFE.ag,15m,9504.0,9512.0,9473.0,9480.0,43564.0,483607.0,483407.0
2025-07-23 21:30:00,1753277400000000000,KQ.m@SHFE.ag,15m,9480.0,9493.0,9455.0,9492.0,59907.0,483407.0,482119.0
2025-07-23 21:45:00,1753278300000000000,KQ.m@SHFE.ag,15m,9492.0,9498.0,9481.0,9487.0,29060.0,482119.0,483893.0
2025-07-23 22:00:00,1753279200000000000,KQ.m@SHFE.ag,15m,9487.0,9505.0,9484.0,9498.0,29297.0,483893.0,486256.0
