datetime,datetime_ns,symbol,timeframe,open,high,low,close,volume,open_oi,close_oi
2025-07-23 02:00:00,1753207200000000000,KQ.m@SHFE.ag,1h,9470.0,9472.0,9453.0,9453.0,12428.0,486053.0,483174.0
2025-07-23 09:00:00,1753232400000000000,KQ.m@SHFE.ag,1h,9469.0,9483.0,9442.0,9463.0,104022.0,483174.0,478299.0
2025-07-23 10:00:00,1753236000000000000,KQ.m@SHFE.ag,1h,9463.0,9478.0,9461.0,9467.0,42647.0,478299.0,480569.0
2025-07-23 11:00:00,1753239600000000000,KQ.m@SHFE.ag,1h,9467.0,9526.0,9460.0,9522.0,69924.0,480569.0,488686.0
2025-07-23 13:00:00,1753246800000000000,KQ.m@SHFE.ag,1h,9498.0,9502.0,9460.0,9479.0,72681.0,488686.0,480473.0
2025-07-23 14:00:00,1753250400000000000,KQ.m@SHFE.ag,1h,9479.0,9504.0,9463.0,9492.0,75620.0,480473.0,478279.0
2025-07-23 21:00:00,1753275600000000000,KQ.m@SHFE.ag,1h,9508.0,9519.0,9455.0,9487.0,197546.0,478279.0,483893.0
2025-07-23 22:00:00,1753279200000000000,KQ.m@SHFE.ag,1h,9487.0,9506.0,9465.0,9482.0,122939.0,483893.0,485516.0
2025-07-23 23:00:00,1753282800000000000,KQ.m@SHFE.ag,1h,9482.0,9502.0,9444.0,9445.0,146870.0,485516.0,489805.0
2025-07-24 00:00:00,1753286400000000000,KQ.m@SHFE.ag,1h,9445.0,9452.0,9406.0,9417.0,192369.0,489805.0,484117.0
2025-07-24 01:00:00,1753290000000000000,KQ.m@SHFE.ag,1h,9417.0,9435.0,9413.0,9431.0,39903.0,484117.0,481293.0
2025-07-24 02:00:00,1753293600000000000,KQ.m@SHFE.ag,1h,9431.0,9437.0,9427.0,9431.0,12502.0,481293.0,478606.0
2025-07-24 09:00:00,1753318800000000000,KQ.m@SHFE.ag,1h,9436.0,9446.0,9381.0,9387.0,158683.0,478606.0,475429.0
2025-07-24 10:00:00,1753322400000000000,KQ.m@SHFE.ag,1h,9387.0,9394.0,9357.0,9378.0,93026.0,475429.0,475132.0
2025-07-24 11:00:00,1753326000000000000,KQ.m@SHFE.ag,1h,9378.0,9381.0,9287.0,9302.0,116413.0,475132.0,466773.0
2025-07-24 13:00:00,1753333200000000000,KQ.m@SHFE.ag,1h,9330.0,9354.0,9323.0,9350.0,72115.0,466773.0,467355.0
2025-07-24 14:00:00,1753336800000000000,KQ.m@SHFE.ag,1h,9350.0,9388.0,9333.0,9386.0,100816.0,467355.0,459484.0
